countryindyear,count
"united kingdom, legal services, 1958",1
"france, plastics, 2014",4
"united states, hospital & health care, 1871",7
"netherlands, writing and editing, 1995",4
"mexico, leisure, travel & tourism, 2007",16
"romania, wholesale, 2004",3
"guatemala, farming, 1983",1
"india, think tanks, 1991",2
"united states, accounting, 1912",3
"greece, information services, 2013",2
"ireland, construction, 1981",7
"finland, printing, 1922",1
"kuwait, professional training & coaching, 2006",1
"turkey, defense & space, 1978",1
"spain, import and export, 1986",7
"norway, management consulting, 1989",3
"united states, machinery, 1888",10
"kuwait, marketing and advertising, 2012",7
"united kingdom, automotive, 1961",4
"canada, chemicals, 1986",4
"denmark, architecture & planning, 1961",1
"netherlands, events services, 1992",15
"italy, pharmaceuticals, 1995",2
"netherlands, public relations and communications, 1979",2
"chile, education management, 1997",3
"united states, furniture, 1889",1
"bulgaria, printing, 1964",1
"germany, apparel & fashion, 1966",1
"nigeria, oil & energy, 1996",7
"united states, publishing, 1928",5
"italy, automotive, 1997",15
"australia, leisure, travel & tourism, 1977",4
"russia, professional training & coaching, 1991",4
"uruguay, architecture & planning, 1961",1
"italy, oil & energy, 1949",2
"united kingdom, civic & social organization, 1972",6
"canada, government administration, 1815",1
"united kingdom, non-profit organization management, 1930",4
"united states, museums and institutions, 1952",12
"germany, newspapers, 1997",3
"india, real estate, 1978",9
"united states, building materials, 1894",4
"germany, arts and crafts, 2000",3
"united states, government relations, 1986",15
"singapore, investment management, 2012",12
"bulgaria, education management, 2010",5
"united states, mechanical or industrial engineering, 1949",32
"thailand, pharmaceuticals, 1946",1
"united states, religious institutions, 1924",9
"india, civic & social organization, 2011",9
"azerbaijan, information technology and services, 2013",8
"sweden, hospitality, 1978",1
"portugal, insurance, 1921",1
"egypt, apparel & fashion, 2017",1
"china, financial services, 2001",7
"united kingdom, fine art, 2006",10
"austria, design, 2013",7
"argentina, computer software, 2002",10
"philippines, law practice, 1984",1
"australia, individual & family services, 1954",3
"canada, automotive, 1978",28
"argentina, international trade and development, 1995",3
"turkey, food & beverages, 2007",14
"norway, maritime, 2009",9
"turkey, management consulting, 1991",4
"south africa, mechanical or industrial engineering, 1999",9
"sweden, logistics and supply chain, 1999",5
"venezuela, mining & metals, 1982",1
"slovenia, furniture, 2010",1
"united states, business supplies and equipment, 1896",1
"norway, research, 1971",1
"switzerland, printing, 2017",3
"canada, online media, 1898",1
"germany, maritime, 1996",2
"slovenia, mechanical or industrial engineering, 2010",2
"united states, electrical/electronic manufacturing, 1894",5
"sweden, wholesale, 1952",3
"canada, broadcast media, 1989",6
"hungary, professional training & coaching, 2006",4
"greece, graphic design, 2001",2
"canada, biotechnology, 2018",6
"colombia, medical practice, 2008",1
"mexico, hospitality, 1978",1
"lithuania, restaurants, 1997",1
"netherlands, newspapers, 2005",2
"spain, machinery, 1990",16
"sweden, facilities services, 2004",3
"norway, mechanical or industrial engineering, 1961",1
"brazil, higher education, 1998",20
"portugal, building materials, 1993",3
"australia, performing arts, 1997",5
"canada, law practice, 1971",6
"spain, utilities, 2001",6
"netherlands, automotive, 2003",25
"sweden, performing arts, 2012",3
"portugal, accounting, 1989",4
"oman, oil & energy, 1978",2
"croatia, financial services, 1994",5
"united states, logistics and supply chain, 1951",9
"netherlands, oil & energy, 1862",1
"united states, museums and institutions, 1878",1
"venezuela, education management, 2015",1
"canada, music, 1989",5
"netherlands, consumer electronics, 1973",4
"egypt, market research, 1994",1
"norway, staffing and recruiting, 2005",23
"nigeria, human resources, 1998",1
"indonesia, oil & energy, 2003",7
"italy, commercial real estate, 2002",2
"germany, farming, 1919",1
"united states, banking, 1931",17
"united states, consumer electronics, 1973",10
"chile, primary/secondary education, 2001",4
"united states, program development, 1962",1
"puerto rico, computer software, 2003",1
"peru, architecture & planning, 2006",7
"united states, defense & space, 1937",2
"united kingdom, chemicals, 2017",4
"france, newspapers, 1934",2
"norway, education management, 1912",1
"spain, electrical/electronic manufacturing, 2018",1
"finland, wholesale, 1911",1
"italy, civil engineering, 1990",5
"united kingdom, outsourcing/offshoring, 2005",8
"united states, education management, 1925",13
"chile, mechanical or industrial engineering, 2014",23
"united kingdom, legal services, 1973",7
"morocco, insurance, 2011",1
"egypt, cosmetics, 2006",2
"argentina, events services, 2014",8
"united kingdom, fund-raising, 1998",3
"angola, oil & energy, 1971",1
"south korea, computer software, 2001",3
"denmark, machinery, 1941",1
"italy, mechanical or industrial engineering, 1973",24
"spain, wholesale, 1993",9
"sweden, airlines/aviation, 1989",1
"united states, sports, 1897",3
"germany, education management, 1969",1
"united states, banking, 1850",6
"isle of man, gambling & casinos, 2010",1
"sri lanka, non-profit organization management, 1993",1
"denmark, printing, 2009",3
"switzerland, luxury goods & jewelry, 1975",2
"canada, cosmetics, 1994",4
"united states, libraries, 1968",4
"bulgaria, professional training & coaching, 2006",3
"kenya, cosmetics, 2017",2
"belgium, plastics, 1988",1
"germany, computer hardware, 1991",4
"china, mechanical or industrial engineering, 1997",19
"thailand, financial services, 2008",2
"poland, electrical/electronic manufacturing, 1960",1
"italy, wholesale, 1980",9
"australia, judiciary, 1998",1
"india, apparel & fashion, 1985",7
"slovenia, non-profit organization management, 1989",2
"united states, civil engineering, 1939",2
"pakistan, legal services, 2001",1
"canada, legal services, 1972",2
"australia, civil engineering, 2002",7
"spain, farming, 2001",12
"united states, entertainment, 1977",49
"united states, environmental services, 1969",43
"united kingdom, architecture & planning, 1976",17
"indonesia, hospitality, 1997",9
"united states, public policy, 1989",19
"cape verde, renewables & environment, 2009",1
"belgium, shipbuilding, 1952",1
"denmark, political organization, 1914",1
"chile, real estate, 2009",11
"spain, renewables & environment, 1999",17
"algeria, import and export, 2005",1
"italy, industrial automation, 1993",21
"estonia, retail, 1917",1
"côte d’ivoire, telecommunications, 2009",2
"india, maritime, 2015",8
"ireland, leisure, travel & tourism, 2006",7
"switzerland, publishing, 1970",1
"united states, aviation & aerospace, 1941",11
"brazil, international trade and development, 1956",1
"united states, consumer goods, 1896",7
"united states, museums and institutions, 1999",33
"united kingdom, transportation/trucking/railroad, 1875",1
"india, hospitality, 1985",3
"lebanon, design, 1974",1
"united states, hospital & health care, 1855",3
"singapore, information technology and services, 2001",19
"united states, information technology and services, 1951",10
"belgium, entertainment, 2000",7
"india, apparel & fashion, 1997",10
"brazil, oil & energy, 1984",3
"panama, marketing and advertising, 2000",3
"australia, higher education, 1993",4
"germany, capital markets, 2011",1
"germany, health, wellness and fitness, 2010",21
"spain, architecture & planning, 1977",8
"estonia, design, 2016",2
"russia, venture capital & private equity, 2017",3
"senegal, consumer electronics, 2014",1
"united states, financial services, 1910",8
"romania, recreational facilities and services, 2009",1
"netherlands, health, wellness and fitness, 1986",9
"canada, capital markets, 1997",2
"ireland, facilities services, 2003",4
"poland, luxury goods & jewelry, 2008",3
"switzerland, luxury goods & jewelry, 2003",6
"ecuador, architecture & planning, 2013",4
"switzerland, motion pictures and film, 2010",8
"ireland, accounting, 1997",8
"indonesia, events services, 2010",10
"hungary, machinery, 1989",2
"india, investment banking, 2016",11
"colombia, medical devices, 2011",5
"czechia, mechanical or industrial engineering, 1951",2
"netherlands, events services, 1998",19
"india, apparel & fashion, 1979",7
"russia, newspapers, 2010",2
"iran, electrical/electronic manufacturing, 2014",7
"tanzania, marketing and advertising, 2012",4
"turkey, consumer goods, 2017",4
"united kingdom, sports, 1985",8
"italy, mental health care, 2009",6
"paraguay, media production, 1999",1
"lebanon, import and export, 1880",1
"south africa, human resources, 1990",3
"chile, farming, 2016",8
"serbia, information technology and services, 2014",46
"australia, arts and crafts, 1999",3
"austria, computer software, 1990",2
"japan, biotechnology, 2017",1
"ukraine, translation and localization, 2000",1
"mexico, oil & energy, 1987",2
"united kingdom, mental health care, 1974",2
"cyprus, legal services, 2017",3
"germany, leisure, travel & tourism, 2011",26
"south africa, warehousing, 2017",1
"democratic republic of the congo, translation and localization, 2004",1
"bulgaria, marketing and advertising, 2016",18
"serbia, entertainment, 2015",8
"poland, photography, 2000",1
"sweden, security and investigations, 1998",2
"spain, fine art, 2005",9
"switzerland, hospitality, 2013",14
"russia, transportation/trucking/railroad, 1993",3
"bolivia, sports, 1925",1
"greece, accounting, 2011",4
"mexico, recreational facilities and services, 2014",2
"guatemala, information technology and services, 1991",1
"romania, information technology and services, 1996",11
"portugal, industrial automation, 1986",4
"norway, computer networking, 2015",2
"germany, research, 1979",3
"luxembourg, international trade and development, 1999",1
"honduras, hospitality, 1948",1
"belgium, education management, 2017",19
"south africa, online media, 2012",10
"singapore, e-learning, 2017",7
"netherlands, accounting, 1995",20
"canada, fund-raising, 2018",5
"india, fine art, 2012",6
"italy, consumer services, 1993",1
"ecuador, construction, 2006",2
"pakistan, telecommunications, 2008",9
"poland, transportation/trucking/railroad, 2008",11
"italy, entertainment, 2007",21
"bangladesh, leisure, travel & tourism, 2003",1
"italy, graphic design, 1991",4
"australia, business supplies and equipment, 1993",5
"norway, human resources, 2010",12
"kuwait, computer software, 1982",1
"venezuela, machinery, 2008",1
"slovakia, retail, 1994",1
"pakistan, telecommunications, 2017",2
"portugal, telecommunications, 1977",1
"egypt, consumer goods, 1992",1
"spain, telecommunications, 1987",13
"united kingdom, aviation & aerospace, 1966",2
"mexico, arts and crafts, 2012",3
"thailand, design, 2015",8
"france, alternative medicine, 2010",3
"switzerland, marketing and advertising, 2000",25
"poland, civic & social organization, 2014",13
"malaysia, consumer goods, 2009",2
"netherlands, political organization, 2001",3
"kyrgyzstan, human resources, 2012",1
"brazil, food & beverages, 1995",15
"netherlands, individual & family services, 2002",3
"denmark, publishing, 2002",2
"kuwait, telecommunications, 2009",2
"south africa, information services, 2004",3
"canada, paper & forest products, 2012",5
"ukraine, government relations, 2016",1
"united arab emirates, computer & network security, 2015",5
"sweden, hospital & health care, 2005",9
"colombia, textiles, 2001",1
"mauritius, internet, 2012",4
"slovenia, financial services, 2008",3
"sweden, civic & social organization, 2013",8
"france, building materials, 2010",6
"brazil, wholesale, 2008",11
"italy, information services, 1998",4
"india, logistics and supply chain, 1995",8
"netherlands, accounting, 2003",24
"belgium, building materials, 1952",1
"netherlands, security and investigations, 2010",27
"france, construction, 1953",5
"liberia, management consulting, 2014",1
"spain, security and investigations, 2016",13
"luxembourg, architecture & planning, 2007",2
"netherlands, renewables & environment, 1979",3
"mexico, international trade and development, 1975",1
"france, maritime, 2008",5
"united arab emirates, industrial automation, 2000",2
"sweden, program development, 1997",4
"canada, higher education, 1984",2
"sweden, sports, 2013",19
"united kingdom, civic & social organization, 2018",15
"nigeria, entertainment, 2013",7
"paraguay, investment management, 2007",1
"turkey, construction, 1940",1
"egypt, staffing and recruiting, 2005",3
"brazil, renewables & environment, 2000",9
"democratic republic of the congo, information technology and services, 2017",3
"venezuela, professional training & coaching, 2005",7
"japan, maritime, 2015",1
"belgium, research, 1990",3
"italy, primary/secondary education, 2004",5
"ecuador, law practice, 2015",4
"sweden, computer networking, 1992",1
"norway, maritime, 1972",3
"poland, civic & social organization, 2007",5
"saint pierre and miquelon, retail, 2004",1
"argentina, translation and localization, 2007",9
"germany, online media, 2009",15
"netherlands, package/freight delivery, 1988",1
"united states, glass, ceramics & concrete, 1977",8
"hong kong, professional training & coaching, 2013",5
"netherlands, industrial automation, 2009",13
"united arab emirates, consumer goods, 2011",4
"united states, paper & forest products, 2018",3
"india, public policy, 2015",3
"croatia, civic & social organization, 2012",2
"argentina, international trade and development, 2016",4
"greece, construction, 1975",3
"brazil, utilities, 1996",3
"philippines, oil & energy, 2015",1
"paraguay, information technology and services, 2003",2
"singapore, plastics, 1989",3
"nicaragua, consumer goods, 2012",1
"lithuania, public safety, 2013",1
"germany, nanotechnology, 1998",2
"finland, restaurants, 2003",1
"germany, photography, 2005",2
"slovenia, business supplies and equipment, 1993",2
"poland, warehousing, 2001",2
"brazil, marketing and advertising, 1960",4
"switzerland, medical devices, 2006",11
"czechia, law practice, 1998",1
"united states, sports, 1911",3
"luxembourg, computer software, 2013",6
"china, sports, 2004",3
"colombia, construction, 1987",6
"norway, e-learning, 2013",6
"germany, law practice, 2012",12
"japan, research, 2007",3
"peru, industrial automation, 2004",2
"saudi arabia, biotechnology, 2010",1
"mauritius, airlines/aviation, 2009",1
"portugal, restaurants, 2010",6
"indonesia, building materials, 1975",2
"vietnam, health, wellness and fitness, 2005",2
"canada, venture capital & private equity, 2007",10
"kenya, computer software, 2012",4
"denmark, utilities, 2017",2
"united states, textiles, 2011",30
"slovenia, construction, 2017",1
"mexico, arts and crafts, 2008",1
"palestine, online media, 2016",1
"france, philanthropy, 2009",7
"portugal, security and investigations, 2006",2
"united kingdom, international trade and development, 2005",15
"norway, entertainment, 1997",3
"cayman islands, e-learning, 2012",1
"switzerland, publishing, 2014",7
"netherlands, investment banking, 2008",6
"new zealand, human resources, 2017",18
"chile, commercial real estate, 2011",2
"cambodia, insurance, 2012",1
"finland, real estate, 2007",7
"canada, sports, 2007",42
"denmark, accounting, 2017",4
"belgium, events services, 1990",9
"serbia, airlines/aviation, 1981",1
"france, wine and spirits, 1957",2
"new zealand, motion pictures and film, 1994",1
"norway, facilities services, 2001",2
"qatar, professional training & coaching, 2014",2
"australia, marketing and advertising, 1985",14
"denmark, alternative medicine, 2013",1
"spain, international affairs, 1990",3
"belgium, automotive, 2002",5
"puerto rico, security and investigations, 2015",1
"lithuania, staffing and recruiting, 2012",1
"united states, environmental services, 1957",20
"hungary, business supplies and equipment, 2001",1
"netherlands, writing and editing, 2000",6
"australia, professional training & coaching, 1991",9
"canada, arts and crafts, 1997",5
"turkey, food & beverages, 2000",6
"bulgaria, consumer goods, 1999",1
"germany, medical practice, 1995",3
"china, international affairs, 1988",1
"taiwan, electrical/electronic manufacturing, 1999",7
"germany, transportation/trucking/railroad, 2004",10
"brazil, publishing, 2016",8
"australia, religious institutions, 2006",4
"finland, automotive, 2014",8
"mexico, newspapers, 2003",1
"india, textiles, 1993",9
"italy, apparel & fashion, 1918",1
"finland, design, 2009",19
"united arab emirates, real estate, 1986",2
"romania, cosmetics, 2014",5
"ghana, computer & network security, 2015",3
"turkey, building materials, 2006",8
"denmark, writing and editing, 2012",7
"nigeria, printing, 2011",2
"singapore, animation, 2008",4
"switzerland, furniture, 2013",7
"canada, non-profit organization management, 1895",3
"germany, defense & space, 1983",1
"bulgaria, higher education, 2014",1
"guatemala, financial services, 2006",2
"uganda, accounting, 1964",2
"trinidad and tobago, wine and spirits, 1961",1
"tanzania, health, wellness and fitness, 2014",1
"brazil, textiles, 2010",8
"luxembourg, media production, 2008",3
"brazil, electrical/electronic manufacturing, 2013",9
"brazil, performing arts, 2014",1
"finland, e-learning, 2011",4
"colombia, real estate, 2009",14
"australia, sporting goods, 2011",9
"turkey, entertainment, 2009",7
"netherlands, computer & network security, 2015",8
"slovenia, motion pictures and film, 1992",1
"singapore, wine and spirits, 2006",1
"austria, retail, 2017",2
"kenya, real estate, 2012",6
"argentina, civic & social organization, 2002",8
"argentina, airlines/aviation, 1982",1
"netherlands, writing and editing, 1993",2
"united states, education management, 1915",28
"hong kong, public relations and communications, 2008",2
"united states, legislative office, 1959",1
"russia, automotive, 2009",5
"united states, insurance, 1900",14
"belgium, graphic design, 1991",5
"united states, motion pictures and film, 1986",16
"hungary, management consulting, 2016",11
"switzerland, construction, 2002",6
"switzerland, transportation/trucking/railroad, 2017",2
"latvia, electrical/electronic manufacturing, 1991",2
"brazil, medical devices, 1986",2
"united states, libraries, 1997",9
"chile, staffing and recruiting, 2011",3
"united states, recreational facilities and services, 1970",19
"italy, financial services, 1981",3
"kenya, staffing and recruiting, 2013",1
"united kingdom, mental health care, 1970",4
"portugal, health, wellness and fitness, 1992",4
"belgium, non-profit organization management, 1975",4
"israel, sports, 2005",2
"uganda, construction, 2005",1
"india, packaging and containers, 1959",1
"united states, industrial automation, 1932",8
"martinique, machinery, 2002",1
"cyprus, management consulting, 2017",5
"spain, ranching, 1993",1
"brazil, commercial real estate, 2016",5
"czechia, translation and localization, 2005",2
"germany, facilities services, 1967",1
"lithuania, leisure, travel & tourism, 1999",2
"new zealand, events services, 2018",3
"united arab emirates, food & beverages, 1998",2
"peru, textiles, 2014",3
"ghana, renewables & environment, 2007",1
"canada, environmental services, 1992",21
"israel, civil engineering, 2015",1
"bangladesh, education management, 1998",4
"denmark, printing, 1935",1
"bahrain, management consulting, 2012",4
"united states, government administration, 2016",25
"sweden, professional training & coaching, 2006",5
"south africa, non-profit organization management, 1967",1
"india, computer games, 2014",23
"brazil, e-learning, 2018",2
"mexico, philanthropy, 2011",3
"spain, arts and crafts, 2010",10
"benin, information technology and services, 2016",9
"netherlands, veterinary, 2016",5
"united kingdom, cosmetics, 1980",5
"japan, computer games, 2012",8
"nigeria, consumer services, 2017",3
"finland, automotive, 2015",5
"sweden, building materials, 1947",1
"brazil, professional training & coaching, 1991",10
"saint lucia, investment management, 2007",1
"argentina, fine art, 2015",3
"italy, chemicals, 2015",8
"lebanon, management consulting, 2010",14
"vietnam, human resources, 2017",1
"belgium, philanthropy, 2008",3
"new zealand, electrical/electronic manufacturing, 2014",6
"estonia, financial services, 2007",4
"france, broadcast media, 2014",24
"portugal, renewables & environment, 2016",2
"spain, textiles, 2016",16
"morocco, cosmetics, 2010",1
"spain, broadcast media, 1991",2
"poland, broadcast media, 2015",5
"united kingdom, food production, 1942",1
"peru, management consulting, 1945",1
"malta, management consulting, 2018",1
"canada, recreational facilities and services, 2017",13
"kenya, internet, 2001",1
"belgium, financial services, 2005",18
"turkey, program development, 2016",3
"malaysia, hospitality, 2000",3
"ireland, real estate, 2017",11
"czechia, education management, 2016",11
"colombia, electrical/electronic manufacturing, 1960",1
"italy, hospitality, 1850",1
"spain, renewables & environment, 1959",3
"peru, management consulting, 2003",10
"cambodia, hospitality, 2017",4
"france, accounting, 1967",2
"united kingdom, arts and crafts, 2000",17
"indonesia, luxury goods & jewelry, 2011",1
"united kingdom, maritime, 1993",6
"bangladesh, market research, 2005",1
"switzerland, research, 2006",9
"new zealand, construction, 1998",11
"el salvador, food & beverages, 2011",2
"australia, wine and spirits, 1970",1
"denmark, education management, 1997",1
"namibia, logistics and supply chain, 2014",2
"united arab emirates, aviation & aerospace, 2017",1
"italy, computer games, 2015",10
"canada, accounting, 2018",20
"france, online media, 1985",1
"germany, luxury goods & jewelry, 1992",2
"brazil, outsourcing/offshoring, 2016",13
"australia, retail, 1985",18
"mexico, professional training & coaching, 2008",17
"brazil, textiles, 2013",8
"canada, mental health care, 1987",4
"finland, apparel & fashion, 2009",3
"israel, religious institutions, 1972",1
"ecuador, primary/secondary education, 2015",2
"italy, nanotechnology, 1994",2
"spain, pharmaceuticals, 2016",13
"sri lanka, higher education, 2012",3
"australia, market research, 2016",4
"czechia, translation and localization, 2004",1
"finland, design, 1972",1
"netherlands, biotechnology, 2007",8
"south africa, food & beverages, 2008",7
"brazil, banking, 2002",2
"netherlands, wholesale, 2005",28
"turkey, retail, 1984",2
"australia, fine art, 2013",3
"germany, marketing and advertising, 1990",25
"united states, wine and spirits, 1960",3
"zimbabwe, automotive, 2014",3
"macedonia, design, 2015",2
"switzerland, logistics and supply chain, 2010",9
"canada, internet, 1987",3
"italy, semiconductors, 2011",1
"canada, telecommunications, 2017",23
"south africa, wine and spirits, 2007",2
"sri lanka, non-profit organization management, 1991",1
"united states, building materials, 1994",80
"canada, retail, 1978",20
"pakistan, graphic design, 2010",8
"taiwan, computer software, 2011",6
"tunisia, financial services, 2008",1
"spain, industrial automation, 1970",3
"australia, textiles, 1940",1
"guatemala, information technology and services, 2008",6
"france, management consulting, 1978",4
"australia, religious institutions, 1995",1
"italy, retail, 2011",36
"turkey, furniture, 1964",3
"poland, information services, 2016",25
"croatia, leisure, travel & tourism, 1972",2
"nepal, restaurants, 2015",1
"guatemala, events services, 2010",1
"bulgaria, mechanical or industrial engineering, 2013",2
"france, machinery, 2013",12
"switzerland, legal services, 1951",1
"germany, electrical/electronic manufacturing, 1963",7
"ghana, consumer services, 2016",2
"seychelles, oil & energy, 2006",1
"sweden, public relations and communications, 1999",3
"netherlands, telecommunications, 1985",3
"israel, design, 2013",11
"malaysia, mechanical or industrial engineering, 2004",7
"poland, professional training & coaching, 1998",13
"australia, legal services, 2016",29
"ireland, professional training & coaching, 2011",14
"new zealand, apparel & fashion, 2013",6
"thailand, hospitality, 2014",7
"bosnia and herzegovina, investment management, 2015",2
"colombia, mining & metals, 2008",6
"united states, warehousing, 1969",4
"portugal, non-profit organization management, 1991",4
"venezuela, food & beverages, 2013",4
"australia, program development, 2013",3
"vietnam, automotive, 2017",1
"brazil, architecture & planning, 2003",26
"gabon, internet, 2015",1
"bosnia and herzegovina, construction, 1997",4
"italy, computer networking, 1933",1
"canada, mental health care, 1999",8
"iran, financial services, 2017",7
"netherlands, automotive, 1981",21
"colombia, staffing and recruiting, 2014",5
"united states, sports, 1937",11
"serbia, education management, 1995",2
"san marino, computer software, 2015",2
"canada, publishing, 1963",2
"canada, law enforcement, 2001",1
"netherlands, sporting goods, 2002",4
"australia, primary/secondary education, 2016",6
"united kingdom, transportation/trucking/railroad, 1921",1
"germany, fine art, 2004",4
"spain, paper & forest products, 1998",5
"ghana, real estate, 2015",8
"el salvador, marketing and advertising, 2003",4
"germany, food & beverages, 1998",2
"canada, food & beverages, 1952",5
"turkey, consumer goods, 2008",5
"philippines, cosmetics, 2009",1
"chile, real estate, 2010",11
"canada, executive office, 2014",13
"egypt, investment management, 2014",4
"germany, logistics and supply chain, 2008",6
"sweden, telecommunications, 2013",20
"ethiopia, management consulting, 1998",1
"united states, textiles, 1958",6
"belgium, restaurants, 2009",3
"australia, sporting goods, 2010",7
"united states, motion pictures and film, 1979",16
"united kingdom, medical practice, 1997",4
"croatia, wholesale, 2012",3
"jersey, accounting, 2009",1
"finland, information services, 2013",7
"switzerland, legal services, 2009",7
"switzerland, consumer goods, 2014",6
"south africa, public relations and communications, 2003",7
"bolivia, cosmetics, 2002",1
"new zealand, health, wellness and fitness, 2015",23
"austria, sports, 1966",1
"netherlands, security and investigations, 2003",17
"norway, luxury goods & jewelry, 2014",4
"sweden, publishing, 2017",5
"netherlands, sports, 2000",19
"united kingdom, philanthropy, 2017",17
"vietnam, international trade and development, 2012",6
"ireland, performing arts, 1997",2
"united states, commercial real estate, 1950",3
"philippines, entertainment, 1960",1
"belgium, arts and crafts, 2016",6
"israel, information services, 2016",4
"bulgaria, outsourcing/offshoring, 2016",3
"andorra, judiciary, 2013",1
"turkey, logistics and supply chain, 1997",6
"rwanda, design, 2017",1
"brazil, legal services, 1973",3
"germany, retail, 2009",14
"bulgaria, non-profit organization management, 2012",6
"czechia, electrical/electronic manufacturing, 2010",7
"poland, computer software, 2018",6
"russia, aviation & aerospace, 2013",2
"united arab emirates, mining & metals, 2016",3
"singapore, chemicals, 2015",3
"spain, food production, 1970",6
"brazil, computer & network security, 2013",4
"france, retail, 1990",7
"philippines, apparel & fashion, 1948",1
"belgium, mechanical or industrial engineering, 1988",6
"australia, writing and editing, 2005",4
"pakistan, mining & metals, 2010",2
"sweden, health, wellness and fitness, 1973",1
"turkey, publishing, 2017",9
"hong kong, recreational facilities and services, 1978",1
"new zealand, mining & metals, 2008",2
"iran, program development, 2015",5
"china, mining & metals, 1986",9
"lebanon, internet, 2015",6
"south africa, education management, 1997",9
"france, publishing, 1992",9
"canada, insurance, 1912",4
"zambia, logistics and supply chain, 2010",1
"côte d’ivoire, retail, 2014",2
"nigeria, professional training & coaching, 2012",8
"india, security and investigations, 2006",11
"india, civil engineering, 2000",8
"russia, information services, 2014",5
"netherlands, textiles, 1973",3
"canada, venture capital & private equity, 2009",24
"iraq, human resources, 2010",2
"georgia, real estate, 2012",3
"australia, sporting goods, 2007",3
"italy, legal services, 1989",3
"new zealand, hospitality, 2010",8
"australia, transportation/trucking/railroad, 1983",5
"israel, broadcast media, 2009",5
"netherlands, marketing and advertising, 1975",7
"australia, broadcast media, 2009",6
"poland, biotechnology, 2016",3
"germany, industrial automation, 1930",2
"united kingdom, consumer goods, 1989",16
"finland, building materials, 1996",2
"united states, higher education, 1938",12
"armenia, transportation/trucking/railroad, 1993",1
"belgium, investment banking, 2010",1
"united states, packaging and containers, 1988",42
"united states, design, 1963",9
"china, staffing and recruiting, 1993",2
"new zealand, transportation/trucking/railroad, 2003",3
"andorra, building materials, 1982",1
"ireland, veterinary, 2005",1
"italy, individual & family services, 2003",13
"costa rica, environmental services, 2008",7
"italy, international affairs, 2013",13
"greece, management consulting, 2008",10
"italy, alternative medicine, 2014",3
"belgium, construction, 1972",10
"sweden, furniture, 2000",2
"ukraine, computer games, 1995",1
"belgium, graphic design, 2010",26
"ecuador, real estate, 2004",1
"mexico, translation and localization, 2005",4
"belgium, construction, 1958",3
"kenya, education management, 2013",7
"ireland, facilities services, 2015",7
"turkey, food production, 1991",7
"romania, furniture, 1997",1
"norway, food & beverages, 1992",1
"netherlands, farming, 1986",4
"portugal, mechanical or industrial engineering, 2002",6
"sweden, publishing, 2011",11
