countryindyear,count
"france, non-profit organization management, 1997",2
"china, security and investigations, 2005",13
"poland, construction, 2015",13
"new zealand, internet, 2011",13
"greece, medical devices, 2003",2
"kuwait, investment banking, 2015",1
"united kingdom, package/freight delivery, 1983",1
"united kingdom, food & beverages, 1986",12
"greece, hospitality, 1989",5
"colombia, real estate, 2016",16
"china, telecommunications, 2010",24
"belgium, leisure, travel & tourism, 2015",14
"netherlands, plastics, 1862",1
"italy, renewables & environment, 2005",35
"belgium, wine and spirits, 1984",1
"france, fund-raising, 2016",4
"belgium, fine art, 2017",7
"france, media production, 1991",2
"fiji, e-learning, 2011",1
"czechia, education management, 1997",8
"sweden, investment banking, 2013",5
"singapore, venture capital & private equity, 2003",2
"united kingdom, aviation & aerospace, 1994",7
"bangladesh, photography, 2008",1
"slovakia, information technology and services, 2005",21
"united states, marketing and advertising, 1947",18
"brazil, real estate, 1973",11
"denmark, building materials, 2008",7
"malaysia, wine and spirits, 1956",1
"sweden, automotive, 2005",6
"spain, logistics and supply chain, 1964",1
"united states, public policy, 2000",33
"venezuela, management consulting, 1988",1
"ireland, publishing, 2011",5
"portugal, outsourcing/offshoring, 2009",4
"united kingdom, commercial real estate, 2009",30
"australia, consumer electronics, 2012",10
"poland, banking, 2016",4
"pakistan, airlines/aviation, 2016",1
"china, human resources, 2003",9
"italy, publishing, 2008",41
"france, wine and spirits, 1890",5
"namibia, marketing and advertising, 2014",5
"netherlands, industrial automation, 2012",13
"brazil, business supplies and equipment, 2014",19
"australia, think tanks, 2011",5
"netherlands, real estate, 1999",34
"france, airlines/aviation, 2015",11
"argentina, consumer services, 1961",1
"hong kong, marketing and advertising, 1967",1
"spain, health, wellness and fitness, 1993",15
"bangladesh, textiles, 2006",3
"france, professional training & coaching, 1988",24
"germany, management consulting, 2001",75
"netherlands, automotive, 1968",14
"canada, plastics, 1995",7
"finland, electrical/electronic manufacturing, 2017",6
"south africa, mining & metals, 2016",13
"india, utilities, 2000",4
"canada, utilities, 1988",4
"sweden, renewables & environment, 1998",6
"philippines, computer software, 2012",9
"ireland, photography, 2007",5
"ireland, restaurants, 2017",2
"austria, marketing and advertising, 2003",15
"united kingdom, investment banking, 2007",12
"south africa, photography, 2014",5
"united kingdom, accounting, 1981",15
"spain, furniture, 1975",11
"argentina, machinery, 1978",3
"italy, cosmetics, 2007",12
"finland, non-profit organization management, 2012",5
"peru, international trade and development, 2014",8
"chile, fine art, 2009",2
"spain, public relations and communications, 2017",13
"belgium, arts and crafts, 2009",15
"canada, public policy, 2017",12
"jordan, media production, 2011",4
"philippines, media production, 2012",9
"italy, wine and spirits, 2011",19
"bulgaria, management consulting, 2015",7
"india, leisure, travel & tourism, 1995",7
"italy, food & beverages, 1962",8
"norway, professional training & coaching, 2011",7
"australia, music, 1995",3
"iran, design, 2015",13
"united kingdom, sports, 1981",9
"belgium, writing and editing, 2005",1
"south africa, import and export, 2012",4
"south korea, research, 2016",1
"united states, aviation & aerospace, 1903",1
"hungary, leisure, travel & tourism, 2006",2
"new zealand, luxury goods & jewelry, 2014",2
"denmark, apparel & fashion, 2016",22
"belgium, writing and editing, 2011",6
"chile, sports, 2007",4
"poland, information services, 2013",23
"zambia, media production, 2013",1
"united kingdom, accounting, 1924",3
"new zealand, music, 2017",3
"mexico, security and investigations, 2004",6
"spain, automotive, 1978",10
"sweden, events services, 1993",7
"united states, computer networking, 2018",21
"indonesia, motion pictures and film, 2010",2
"cambodia, civic & social organization, 2017",3
"nigeria, renewables & environment, 2015",4
"argentina, online media, 1969",1
"south africa, business supplies and equipment, 2005",5
"china, building materials, 2000",33
"belgium, building materials, 1989",9
"netherlands, publishing, 2016",22
"canada, restaurants, 2006",15
"united arab emirates, plastics, 2017",1
"brazil, outsourcing/offshoring, 2015",9
"finland, publishing, 2012",2
"portugal, food production, 1987",2
"pakistan, electrical/electronic manufacturing, 2010",6
"united arab emirates, hospital & health care, 2010",17
"egypt, legal services, 2009",3
"south africa, internet, 2014",27
"netherlands, civil engineering, 1931",1
"chile, facilities services, 2000",3
"vietnam, civil engineering, 1990",1
"singapore, media production, 2016",12
"united states, paper & forest products, 1981",6
"canada, staffing and recruiting, 1989",16
"thailand, financial services, 2014",11
"malaysia, legal services, 2018",1
"belarus, mechanical or industrial engineering, 2002",1
"indonesia, retail, 1967",1
"new zealand, hospital & health care, 2016",5
"germany, legal services, 2017",12
"canada, industrial automation, 1984",10
"pakistan, non-profit organization management, 2014",8
"poland, translation and localization, 2014",4
"germany, pharmaceuticals, 1999",10
"ireland, public relations and communications, 2009",8
"canada, electrical/electronic manufacturing, 1974",10
"france, insurance, 1978",4
"united states, higher education, 1930",11
"spain, international affairs, 2000",3
"georgia, medical devices, 2017",1
"netherlands, sports, 1979",5
"france, automotive, 1997",11
"sweden, legal services, 2016",7
"jordan, international affairs, 2015",2
"nepal, research, 2017",1
"norway, retail, 2010",14
"turkey, electrical/electronic manufacturing, 2018",3
"india, hospital & health care, 2005",39
"portugal, construction, 2002",12
"thailand, veterinary, 2013",1
"china, leisure, travel & tourism, 2009",6
"new zealand, computer software, 1998",7
"switzerland, hospital & health care, 2007",10
"sri lanka, telecommunications, 2008",3
"new zealand, printing, 2017",1
"russia, oil & energy, 2007",11
"pakistan, museums and institutions, 1974",1
"germany, health, wellness and fitness, 1993",8
"brazil, civil engineering, 1983",13
"france, research, 1935",1
"australia, utilities, 2004",8
"brazil, online media, 2017",32
"costa rica, telecommunications, 2006",3
"united kingdom, mental health care, 1990",4
"mexico, media production, 2014",17
"kazakhstan, management consulting, 2016",3
"united kingdom, government relations, 2003",3
"turkey, e-learning, 2015",14
"switzerland, media production, 2005",14
"canada, machinery, 2009",19
"canada, telecommunications, 1978",6
"ireland, pharmaceuticals, 2016",3
"italy, translation and localization, 2005",9
"brazil, industrial automation, 2016",36
"uruguay, legal services, 2003",1
"switzerland, pharmaceuticals, 1987",1
"france, real estate, 2018",12
"netherlands, sports, 1919",9
"china, printing, 1983",1
"greece, education management, 2004",4
"netherlands, wholesale, 2010",27
"honduras, retail, 1952",1
"belgium, non-profit organization management, 1977",8
"israel, media production, 2004",3
"mexico, environmental services, 2014",9
"canada, think tanks, 2000",3
"united kingdom, executive office, 2011",28
"spain, cosmetics, 2013",27
"croatia, translation and localization, 2014",4
"germany, apparel & fashion, 2013",23
"turkey, computer hardware, 2005",2
"china, machinery, 1958",7
"netherlands, facilities services, 2016",44
"united states, electrical/electronic manufacturing, 1921",9
"canada, automotive, 2005",41
"cyprus, information technology and services, 2010",12
"italy, security and investigations, 2011",6
"turkey, non-profit organization management, 2012",28
"dominican republic, construction, 2011",2
"france, furniture, 1959",1
"georgia, mechanical or industrial engineering, 2010",1
"belgium, construction, 1960",6
"mexico, consumer services, 2013",6
"ireland, printing, 2009",7
"germany, law practice, 2015",20
"united states, think tanks, 2000",17
"united states, import and export, 1959",1
"brazil, e-learning, 2014",22
"australia, mechanical or industrial engineering, 1968",10
"italy, civic & social organization, 2001",14
"netherlands, media production, 2018",7
"germany, environmental services, 1997",1
"moldova, insurance, 2010",1
"united states, wine and spirits, 1986",15
"india, restaurants, 2017",14
"poland, philanthropy, 2013",2
"australia, transportation/trucking/railroad, 2013",19
"italy, fine art, 2014",15
"colombia, marketing and advertising, 1989",4
"turkey, architecture & planning, 2017",24
"canada, fund-raising, 1988",5
"bosnia and herzegovina, civic & social organization, 2010",2
"austria, mining & metals, 1904",2
"australia, medical devices, 1985",4
"cyprus, law practice, 1970",2
"spain, environmental services, 2001",25
"switzerland, wine and spirits, 2002",3
"united kingdom, hospitality, 1970",8
"austria, automotive, 1995",4
"brazil, program development, 1993",7
"romania, management consulting, 2004",22
"hungary, retail, 1996",3
"kenya, construction, 2007",2
"malaysia, automotive, 1991",4
"india, oil & energy, 2012",21
"new zealand, internet, 2001",12
"sweden, financial services, 2004",12
"mexico, packaging and containers, 2016",3
"united states, import and export, 1917",1
"italy, consumer goods, 2015",15
"argentina, professional training & coaching, 2013",5
"france, insurance, 1985",7
"argentina, consumer electronics, 2017",3
"new zealand, plastics, 2008",2
"spain, facilities services, 2005",5
"italy, design, 1956",2
"singapore, leisure, travel & tourism, 2016",15
"bulgaria, management consulting, 2014",8
"singapore, health, wellness and fitness, 2003",4
"morocco, education management, 2014",4
"iceland, pharmaceuticals, 2010",1
"france, insurance, 1974",10
"russia, electrical/electronic manufacturing, 2007",3
"south africa, farming, 2015",4
"united states, translation and localization, 1977",3
"italy, gambling & casinos, 2012",2
"italy, broadcast media, 2016",6
"france, music, 2009",29
"united kingdom, paper & forest products, 2014",1
"france, graphic design, 1998",15
"israel, mechanical or industrial engineering, 1990",5
"chile, oil & energy, 2015",5
"united states, consumer goods, 1876",4
"poland, accounting, 2015",6
"united kingdom, restaurants, 2018",7
"united states, shipbuilding, 1947",2
"canada, law practice, 1984",16
"united kingdom, music, 1997",16
"russia, philanthropy, 1998",1
"switzerland, financial services, 1980",4
"brazil, law practice, 1980",3
"british virgin islands, investment management, 2017",2
"brazil, mining & metals, 2008",9
"indonesia, executive office, 2008",1
"hong kong, consumer electronics, 1996",2
"canada, apparel & fashion, 2007",34
"czechia, aviation & aerospace, 2017",2
"colombia, marketing and advertising, 2017",63
"turkey, oil & energy, 2014",21
"czechia, information services, 2014",6
"france, construction, 2005",26
"brazil, pharmaceuticals, 2016",7
"italy, insurance, 1970",6
"brazil, aviation & aerospace, 2015",10
"argentina, translation and localization, 2012",10
"australia, medical devices, 2007",11
"south africa, education management, 1988",2
"france, construction, 1889",3
"romania, telecommunications, 2002",13
"italy, media production, 2016",33
"kuwait, marketing and advertising, 2015",8
"india, food & beverages, 1948",2
"slovenia, hospital & health care, 1995",2
"iraq, human resources, 2011",1
"canada, wireless, 1985",4
"new zealand, retail, 2009",8
"malaysia, building materials, 2015",2
"australia, financial services, 1976",2
"brazil, non-profit organization management, 1986",7
"hungary, events services, 1967",1
"new zealand, computer & network security, 2015",3
"turkey, computer software, 2000",18
"france, media production, 1998",12
"pakistan, textiles, 2012",4
"australia, food & beverages, 1968",2
"denmark, e-learning, 2014",7
"montenegro, media production, 2017",1
"colombia, education management, 2015",15
"bulgaria, sports, 2004",2
"south africa, renewables & environment, 2001",3
"colombia, design, 2000",2
"switzerland, computer & network security, 2009",6
"sweden, information technology and services, 1993",23
"australia, security and investigations, 2008",15
"canada, renewables & environment, 2015",50
"united states, civil engineering, 1943",4
"poland, computer hardware, 1999",1
"nigeria, renewables & environment, 2012",5
"ecuador, individual & family services, 1992",1
"italy, wholesale, 2012",10
"argentina, venture capital & private equity, 2011",5
"germany, computer software, 2018",12
"india, oil & energy, 1991",2
"norway, professional training & coaching, 2017",9
"panama, marketing and advertising, 2015",19
"russia, logistics and supply chain, 1999",4
"australia, insurance, 2016",8
"ireland, telecommunications, 1997",5
"netherlands, automotive, 1991",17
"mexico, retail, 1991",6
"italy, textiles, 2000",7
"canada, hospital & health care, 1946",4
"italy, real estate, 2017",33
"belgium, building materials, 1990",1
"italy, wine and spirits, 2017",6
"kenya, staffing and recruiting, 2015",2
"spain, higher education, 2004",14
"switzerland, financial services, 2005",38
"argentina, legal services, 1997",3
"spain, computer networking, 2007",3
"ecuador, primary/secondary education, 1917",1
"chile, primary/secondary education, 2009",9
"jersey, health, wellness and fitness, 2015",4
"ecuador, online media, 2014",3
"sri lanka, human resources, 2017",3
"united kingdom, machinery, 2010",21
"chile, real estate, 2012",11
"angola, building materials, 2011",1
"turkey, hospitality, 1998",5
"poland, program development, 2017",4
"slovenia, hospital & health care, 2014",1
"brazil, computer software, 1993",35
"new zealand, photography, 2012",5
"portugal, hospitality, 1984",1
"united kingdom, alternative medicine, 2009",8
"italy, marketing and advertising, 1947",2
"spain, medical devices, 1992",5
"sweden, research, 2003",2
"china, market research, 2001",3
"fiji, hospital & health care, 1985",1
"united states, chemicals, 2018",11
"united states, publishing, 1936",6
"sri lanka, computer software, 2007",8
"ghana, real estate, 2010",2
"france, civic & social organization, 1985",22
"finland, photography, 2007",2
"china, pharmaceuticals, 2007",9
"germany, online media, 2011",8
"saudi arabia, construction, 1983",5
"canada, music, 1991",10
"spain, cosmetics, 1992",6
"italy, health, wellness and fitness, 1958",1
"malaysia, biotechnology, 2007",3
"china, automotive, 1958",3
"italy, machinery, 1993",20
"ecuador, e-learning, 2014",3
"australia, furniture, 1994",5
"south africa, construction, 2001",8
"mexico, alternative medicine, 2015",2
"croatia, accounting, 1993",2
"russia, transportation/trucking/railroad, 2014",2
"croatia, marketing and advertising, 2015",22
"denmark, internet, 1999",15
"portugal, internet, 2006",16
"germany, machinery, 1952",8
"netherlands, venture capital & private equity, 2016",15
"france, performing arts, 1987",2
"portugal, construction, 2016",14
"united kingdom, sports, 1966",5
"canada, public relations and communications, 2000",18
"australia, leisure, travel & tourism, 1995",13
"poland, leisure, travel & tourism, 1991",3
"croatia, public relations and communications, 2010",3
"andorra, e-learning, 2014",1
"malaysia, legal services, 2010",2
"united states, maritime, 1927",4
"netherlands, performing arts, 1992",5
"china, plastics, 2004",10
"bulgaria, online media, 2010",3
"portugal, consumer goods, 1981",3
"switzerland, architecture & planning, 2006",8
"india, education management, 1925",1
"italy, automotive, 2004",26
"united arab emirates, automotive, 1996",2
"romania, information technology and services, 1992",11
"philippines, health, wellness and fitness, 2006",2
"colombia, architecture & planning, 2016",9
"denmark, graphic design, 2017",10
"germany, law practice, 1998",9
"norway, investment management, 2014",7
"netherlands, computer networking, 2015",11
"poland, human resources, 2013",14
"angola, insurance, 2016",1
"france, accounting, 2005",13
"greece, architecture & planning, 1989",2
"colombia, law practice, 1987",1
"australia, import and export, 2008",7
"costa rica, design, 2001",2
"united states, fishery, 2009",8
"canada, computer games, 2003",7
"belgium, construction, 1966",4
"spain, electrical/electronic manufacturing, 2009",18
"belarus, information technology and services, 2014",19
"indonesia, logistics and supply chain, 2015",9
"romania, cosmetics, 2012",7
"spain, events services, 1995",14
"spain, outsourcing/offshoring, 2000",6
"canada, commercial real estate, 2014",12
"ukraine, health, wellness and fitness, 2015",4
"chile, wholesale, 2007",3
"turkey, consumer services, 2015",14
"russia, research, 2012",4
"canada, civil engineering, 1990",7
"singapore, professional training & coaching, 2014",14
"united states, mining & metals, 1989",27
"denmark, photography, 2000",4
"bulgaria, non-profit organization management, 1895",2
"south africa, biotechnology, 1999",2
"netherlands, food production, 2017",15
"france, environmental services, 2003",11
"latvia, non-profit organization management, 2012",1
"czechia, accounting, 2016",1
"spain, printing, 2016",5
"spain, industrial automation, 2009",8
"united kingdom, consumer electronics, 2017",22
"germany, wine and spirits, 2003",1
"bulgaria, machinery, 2006",1
"china, printing, 2005",8
"sweden, construction, 2013",27
"cyprus, mining & metals, 1977",1
"peru, health, wellness and fitness, 2016",9
"france, hospital & health care, 2010",15
"latvia, design, 2015",2
"belgium, broadcast media, 2010",9
"united states, recreational facilities and services, 1980",19
"spain, professional training & coaching, 1999",28
"netherlands, civic & social organization, 2004",23
"finland, media production, 2014",21
"switzerland, human resources, 2011",24
"united states, semiconductors, 2018",4
"zimbabwe, consumer services, 2014",1
"egypt, automotive, 2012",2
"australia, executive office, 1995",1
"sweden, media production, 1963",1
"mexico, real estate, 1985",1
"india, libraries, 2013",2
"ecuador, automotive, 1976",1
"italy, industrial automation, 2002",23
"norway, logistics and supply chain, 2016",7
"austria, machinery, 1990",2
"united states, arts and crafts, 1988",16
"vietnam, mining & metals, 2016",1
"saudi arabia, design, 1990",1
"germany, leisure, travel & tourism, 2006",10
"portugal, apparel & fashion, 1980",2
"united kingdom, executive office, 2018",19
"germany, wholesale, 1985",2
"bangladesh, utilities, 2012",1
"italy, law practice, 1915",1
"france, government administration, 1973",2
"malaysia, management consulting, 2016",11
"canada, philanthropy, 2000",10
"egypt, pharmaceuticals, 2013",3
"denmark, design, 2002",10
"united states, newspapers, 1993",13
"czechia, education management, 1992",10
"dominican republic, electrical/electronic manufacturing, 2011",1
"france, events services, 1996",23
"italy, publishing, 1990",16
"norway, real estate, 2011",10
"united states, farming, 1937",10
"peru, public relations and communications, 2017",3
"netherlands, primary/secondary education, 2010",18
"australia, consumer goods, 2016",18
"serbia, information technology and services, 1993",5
"germany, legal services, 2015",9
"south africa, music, 2008",3
"indonesia, marketing and advertising, 2009",30
"georgia, hospital & health care, 2014",2
"italy, package/freight delivery, 2011",3
"dominican republic, design, 2013",2
"argentina, food & beverages, 2016",26
"italy, construction, 2016",26
"israel, luxury goods & jewelry, 1985",2
"brazil, legal services, 1976",7
"united kingdom, wholesale, 1980",11
"bolivia, veterinary, 1989",1
"australia, food production, 2012",15
"china, machinery, 2000",43
"nigeria, investment banking, 2007",1
"singapore, outsourcing/offshoring, 2013",1
"australia, mechanical or industrial engineering, 2002",17
"brazil, restaurants, 2017",11
"pakistan, public relations and communications, 2007",5
"india, civil engineering, 1991",8
"norway, photography, 2010",7
"vietnam, construction, 2012",5
"venezuela, translation and localization, 2011",2
"poland, plastics, 1985",2
"australia, government relations, 2012",2
"netherlands, sporting goods, 2003",4
"australia, photography, 1996",6
"denmark, legal services, 1985",2
"china, military, 1995",1
"italy, media production, 2002",11
"canada, consumer electronics, 2002",9
"finland, building materials, 2003",2
"france, printing, 1985",8
"norway, accounting, 1970",1
"greece, automotive, 2003",4
"france, international affairs, 2013",8
"united kingdom, staffing and recruiting, 1961",3
"china, design, 2006",15
"aruba, events services, 2007",1
"germany, consumer services, 1860",1
"pakistan, computer & network security, 2016",2
"united states, industrial automation, 1888",2
"san marino, automotive, 1950",1
"canada, legal services, 1995",12
"argentina, automotive, 1973",4
"guadeloupe, printing, 1997",1
"india, mining & metals, 1990",14
"argentina, import and export, 2002",3
"ireland, law practice, 2012",7
"mexico, consumer goods, 1983",2
"united kingdom, consumer electronics, 2012",52
"denmark, fine art, 2016",3
"turkey, non-profit organization management, 1999",11
"south africa, media production, 2017",12
"chile, transportation/trucking/railroad, 2005",3
"italy, capital markets, 2015",3
"united kingdom, building materials, 2010",40
"mexico, airlines/aviation, 1986",2
"brazil, photography, 2007",10
"turkey, chemicals, 2001",7
"turkey, cosmetics, 2014",6
"mexico, research, 2014",16
"san marino, computer software, 1999",1
"zimbabwe, leisure, travel & tourism, 1995",2
"canada, higher education, 2001",8
"thailand, food & beverages, 2015",6
"algeria, machinery, 2009",2
"czechia, construction, 2001",2
"australia, non-profit organization management, 1975",9
"finland, marketing and advertising, 2016",63
"russia, international trade and development, 2006",6
"united kingdom, motion pictures and film, 1986",4
"portugal, law practice, 2016",8
"peru, management consulting, 1998",8
"netherlands, international trade and development, 1980",4
"brazil, law practice, 1999",17
"turkey, electrical/electronic manufacturing, 2013",32
"denmark, hospital & health care, 2007",15
"germany, recreational facilities and services, 1997",1
"netherlands, renewables & environment, 1911",1
"singapore, hospitality, 2018",2
"netherlands, music, 2013",34
"canada, printing, 2007",20
"bulgaria, architecture & planning, 2006",2
"ireland, food & beverages, 2008",7
"thailand, internet, 2008",4
"spain, health, wellness and fitness, 1986",18
"italy, medical devices, 2014",18
"italy, broadcast media, 2010",12
"namibia, marketing and advertising, 2015",1
"spain, law enforcement, 2015",6
"switzerland, civic & social organization, 2009",8
"united kingdom, renewables & environment, 1992",14
"belgium, building materials, 1980",3
"india, electrical/electronic manufacturing, 2017",31
"greece, design, 2015",8
"morocco, chemicals, 1973",1
"cyprus, sports, 2016",1
"colombia, internet, 2014",31
"belgium, translation and localization, 2009",8
"china, printing, 1986",2
"united states, medical devices, 1940",7
"united states, farming, 1967",9
"hungary, hospitality, 2012",6
"mexico, retail, 2002",8
"denmark, design, 2014",50
"malta, telecommunications, 2011",2
"italy, insurance, 1969",5
"mexico, computer & network security, 2001",3
"colombia, medical practice, 2012",5
"united kingdom, restaurants, 2001",17
"brazil, market research, 2002",5
"venezuela, aviation & aerospace, 2014",1
"colombia, consumer goods, 2010",6
"turkey, insurance, 2012",9
"spain, logistics and supply chain, 1999",7
"brazil, newspapers, 2015",7
"thailand, management consulting, 2017",2
"indonesia, international trade and development, 2012",4
"united states, banking, 2018",24
"germany, law practice, 1985",7
"pakistan, non-profit organization management, 1968",1
"united states, mechanical or industrial engineering, 1940",13
"portugal, arts and crafts, 1984",1
"mexico, public relations and communications, 2011",7
"russia, aviation & aerospace, 2005",2
"greece, construction, 1968",3
"sweden, publishing, 1996",2
"canada, animation, 2017",10
"switzerland, retail, 1952",1
"united states, luxury goods & jewelry, 1982",10
"india, architecture & planning, 2013",52
"united states, environmental services, 1950",13
"australia, consumer goods, 1979",3
"greece, import and export, 2010",3
"thailand, education management, 2011",8
"zimbabwe, telecommunications, 2011",3
"lebanon, retail, 2001",1
"australia, publishing, 1996",6
"united states, nanotechnology, 2015",29
"sweden, computer networking, 1995",3
"greece, chemicals, 1994",1
"belgium, wholesale, 2015",5
"netherlands, music, 2010",58
"costa rica, consumer electronics, 2009",1
"netherlands, building materials, 2013",31
"poland, retail, 2015",7
"bolivia, e-learning, 2014",1
"turkey, events services, 2003",10
"united kingdom, computer software, 1988",37
"canada, food production, 1983",8
"portugal, international trade and development, 2006",3
"spain, legislative office, 1990",1
"france, graphic design, 1993",13
"uganda, program development, 2018",1
"colombia, oil & energy, 2006",2
"panama, leisure, travel & tourism, 2015",1
"cayman islands, financial services, 2005",2
"australia, publishing, 1968",3
"china, venture capital & private equity, 2013",10
"belgium, events services, 1986",3
"india, music, 2016",12
"sweden, human resources, 1999",9
"mexico, construction, 1986",19
"british virgin islands, marketing and advertising, 2002",2
"saudi arabia, higher education, 2009",2
"united kingdom, recreational facilities and services, 1974",1
"gibraltar, luxury goods & jewelry, 2012",1
"turkey, venture capital & private equity, 2010",2
"netherlands, investment management, 1996",2
"canada, mining & metals, 2015",48
"belgium, photography, 2016",11
"argentina, media production, 2004",9
"germany, warehousing, 2001",1
"vietnam, human resources, 2016",7
"spain, non-profit organization management, 1995",8
"cyprus, professional training & coaching, 2011",1
"portugal, management consulting, 1991",3
"indonesia, ranching, 2013",1
"colombia, building materials, 2006",2
"germany, insurance, 2017",11
"united states, hospitality, 1889",3
"israel, marketing and advertising, 2009",29
"united states, food & beverages, 1962",18
"pakistan, investment banking, 2016",1
"france, food & beverages, 2009",10
"united states, commercial real estate, 2001",75
"finland, computer & network security, 2015",5
"germany, museums and institutions, 2000",2
"palestine, information technology and services, 2012",4
"egypt, printing, 2005",1
"united kingdom, professional training & coaching, 1974",4
"south africa, civic & social organization, 2013",3
"netherlands, management consulting, 1991",28
"south africa, logistics and supply chain, 1907",1
"portugal, photography, 2015",8
"spain, architecture & planning, 1980",11
"brazil, government relations, 2017",2
"netherlands, hospital & health care, 1974",8
"france, fine art, 2017",44
"belgium, religious institutions, 1986",1
"united kingdom, architecture & planning, 1978",12
"united kingdom, civil engineering, 2008",39
"united states, arts and crafts, 1930",4
"egypt, import and export, 1982",1
"italy, accounting, 2009",17
"poland, hospital & health care, 2016",7
"argentina, program development, 1997",2
"united states, tobacco, 1915",2
"turkey, design, 2011",31
"france, graphic design, 2000",18
"spain, accounting, 2015",22
"germany, business supplies and equipment, 1993",1
"moldova, construction, 1996",1
"germany, online media, 2014",16
"panama, food production, 2010",2
"netherlands, utilities, 2015",11
"canada, furniture, 2016",24
"argentina, translation and localization, 1975",1
"brazil, consumer electronics, 2014",21
"argentina, e-learning, 2004",5
"slovakia, higher education, 2013",2
"malaysia, telecommunications, 2004",4
"jordan, maritime, 2003",1
