countryindyear,count
"fiji, mechanical or industrial engineering, 2014",1
"new zealand, legal services, 1994",1
"saudi arabia, public safety, 2010",2
"united kingdom, oil & energy, 1973",12
"netherlands, machinery, 1929",2
"germany, translation and localization, 2007",13
"nepal, human resources, 1993",1
"hungary, consumer services, 2013",5
"costa rica, wholesale, 1997",1
"spain, capital markets, 2015",4
"china, government administration, 2014",1
"maldives, marketing and advertising, 2017",1
"norway, religious institutions, 1973",1
"south africa, marketing and advertising, 1981",1
"norway, wholesale, 2001",1
"spain, packaging and containers, 1988",4
"south korea, chemicals, 1993",1
"peru, aviation & aerospace, 2013",1
"spain, business supplies and equipment, 2017",3
"kenya, education management, 1999",4
"côte d’ivoire, information technology and services, 2014",5
"brazil, research, 1987",5
"brazil, facilities services, 1933",1
"germany, civil engineering, 1852",1
"argentina, environmental services, 2010",8
"italy, insurance, 2008",11
"colombia, insurance, 1977",1
"australia, fine art, 2014",2
"norway, business supplies and equipment, 2008",2
"netherlands, events services, 1914",1
"germany, hospitality, 1959",1
"poland, aviation & aerospace, 1978",1
"azerbaijan, computer & network security, 2012",1
"canada, packaging and containers, 2004",4
"united states, public policy, 1912",1
"honduras, printing, 2008",1
"australia, food & beverages, 2017",15
"japan, aviation & aerospace, 2016",3
"macau, computer games, 2015",1
"fiji, oil & energy, 2013",6
"netherlands, marketing and advertising, 1982",6
"spain, business supplies and equipment, 1946",1
"netherlands, farming, 2006",8
"mexico, leisure, travel & tourism, 1938",1
"spain, mining & metals, 2006",5
"myanmar, construction, 1995",1
"indonesia, broadcast media, 2017",3
"germany, real estate, 1911",1
"sweden, electrical/electronic manufacturing, 1977",1
"argentina, individual & family services, 2004",3
"fiji, business supplies and equipment, 2008",1
"greece, mechanical or industrial engineering, 1984",3
"new zealand, photography, 2008",5
"hong kong, management consulting, 2014",14
"poland, transportation/trucking/railroad, 2017",1
"united states, sporting goods, 1956",3
"iran, chemicals, 2007",2
"costa rica, design, 2016",4
"united kingdom, public safety, 2006",14
"zimbabwe, law practice, 2017",2
"argentina, biotechnology, 1993",2
"finland, telecommunications, 2016",9
"thailand, marketing and advertising, 2007",11
"sweden, music, 1993",1
"germany, chemicals, 2017",1
"united kingdom, internet, 1979",1
"united kingdom, law enforcement, 2010",2
"greece, financial services, 1987",2
"saudi arabia, marketing and advertising, 1996",2
"spain, import and export, 2016",8
"morocco, banking, 2015",2
"new zealand, automotive, 1990",4
"france, luxury goods & jewelry, 1878",1
"france, plastics, 2012",2
"denmark, online media, 2016",4
"morocco, consumer services, 2016",5
"sweden, primary/secondary education, 2008",4
"austria, leisure, travel & tourism, 2006",3
"france, shipbuilding, 1986",2
"croatia, printing, 1997",1
"turkey, design, 1996",5
"samoa, hospitality, 2005",1
"kuwait, management consulting, 2002",2
"colombia, leisure, travel & tourism, 1949",1
"paraguay, logistics and supply chain, 1990",1
"czechia, internet, 1993",1
"denmark, wholesale, 1942",1
"hong kong, information technology and services, 1988",4
"pakistan, financial services, 2002",2
"france, public safety, 2013",3
"netherlands, leisure, travel & tourism, 1979",2
"united states, apparel & fashion, 1964",10
"luxembourg, professional training & coaching, 2007",2
"china, newspapers, 2000",1
"colombia, market research, 2005",2
"malaysia, mechanical or industrial engineering, 1960",1
"ireland, fund-raising, 2006",1
"australia, professional training & coaching, 1994",10
"australia, accounting, 1968",4
"united states, venture capital & private equity, 1902",1
"venezuela, architecture & planning, 2007",3
"belgium, arts and crafts, 1988",3
"lithuania, public relations and communications, 2005",5
"peru, biotechnology, 1993",1
"switzerland, machinery, 1981",3
"peru, pharmaceuticals, 1997",1
"united arab emirates, restaurants, 2009",3
"iran, mental health care, 2010",1
"argentina, management consulting, 1989",7
"finland, business supplies and equipment, 2011",5
"switzerland, non-profit organization management, 1990",3
"turkey, investment management, 1972",1
"united kingdom, broadcast media, 1976",7
"jordan, sports, 2003",1
"poland, publishing, 2017",5
"new zealand, automotive, 1918",1
"spain, information technology and services, 1886",1
"india, biotechnology, 2004",8
"new zealand, import and export, 1975",1
"spain, automotive, 1953",4
"spain, packaging and containers, 1993",6
"united states, individual & family services, 1852",4
"spain, gambling & casinos, 2010",6
"netherlands, media production, 1986",13
"saudi arabia, telecommunications, 1997",2
"pakistan, e-learning, 2017",1
"india, logistics and supply chain, 1984",3
"slovakia, alternative medicine, 2009",1
"united kingdom, logistics and supply chain, 1988",23
"thailand, sports, 1976",1
"norway, motion pictures and film, 2014",11
"norway, accounting, 1972",1
"romania, computer hardware, 1998",2
"singapore, semiconductors, 1994",2
"indonesia, civic & social organization, 2003",1
"mexico, logistics and supply chain, 1980",4
"ireland, semiconductors, 2001",1
"india, dairy, 1996",1
"romania, sports, 2011",8
"iran, glass, ceramics & concrete, 1976",1
"france, defense & space, 2015",3
"united kingdom, logistics and supply chain, 1933",2
"germany, leisure, travel & tourism, 1990",4
"norway, shipbuilding, 1911",1
"egypt, electrical/electronic manufacturing, 1990",4
"pakistan, automotive, 1976",3
"canada, shipbuilding, 1976",1
"singapore, hospital & health care, 1992",2
"pakistan, food & beverages, 1973",1
"portugal, electrical/electronic manufacturing, 2005",4
"lebanon, e-learning, 2011",2
"united kingdom, philanthropy, 1993",4
"colombia, banking, 2006",2
"egypt, electrical/electronic manufacturing, 1987",3
"australia, furniture, 1973",2
"australia, recreational facilities and services, 1964",1
"argentina, sports, 1993",3
"portugal, entertainment, 2009",2
"norway, computer software, 1921",1
"estonia, computer software, 1986",1
"chile, higher education, 2001",1
"denmark, education management, 1980",3
"uruguay, higher education, 2007",2
"mexico, architecture & planning, 1991",3
"australia, utilities, 2007",7
"netherlands, financial services, 1935",1
"ukraine, transportation/trucking/railroad, 2007",2
"poland, telecommunications, 1994",4
"sweden, building materials, 1908",2
"south africa, civic & social organization, 2004",1
"austria, publishing, 1982",1
"spain, recreational facilities and services, 1983",2
"pakistan, construction, 1912",1
"norway, higher education, 2001",2
"italy, transportation/trucking/railroad, 1946",2
"poland, professional training & coaching, 1991",7
"jordan, mining & metals, 2011",1
"united states, packaging and containers, 1876",1
"germany, broadcast media, 2001",8
"slovenia, telecommunications, 1955",1
"belgium, biotechnology, 2015",10
"russia, investment management, 2004",2
"austria, staffing and recruiting, 1960",1
"canada, banking, 1944",2
"denmark, retail, 1901",1
"iceland, media production, 2011",2
"singapore, real estate, 2015",11
"canada, market research, 1980",4
"finland, non-profit organization management, 1919",2
"indonesia, telecommunications, 2010",5
"indonesia, commercial real estate, 1983",1
"portugal, construction, 1933",2
"gibraltar, gambling & casinos, 2011",3
"moldova, financial services, 2014",2
"philippines, financial services, 1991",2
"germany, civil engineering, 1971",1
"canada, utilities, 1967",3
"egypt, civil engineering, 1980",1
"taiwan, broadcast media, 1995",2
"spain, security and investigations, 1975",4
"united kingdom, accounting, 1885",7
"luxembourg, computer software, 2003",3
"romania, computer games, 2005",2
"ecuador, computer hardware, 1994",2
"netherlands, computer hardware, 1990",4
"united states, non-profit organization management, 1845",6
"ghana, consumer goods, 2011",1
"israel, education management, 1991",2
"united kingdom, museums and institutions, 1895",1
"china, wine and spirits, 2009",6
"netherlands, electrical/electronic manufacturing, 1987",10
"russia, semiconductors, 2006",2
"czechia, apparel & fashion, 2001",1
"australia, primary/secondary education, 1989",3
"israel, venture capital & private equity, 2000",4
"canada, investment management, 1968",2
"sweden, semiconductors, 2012",2
"india, medical devices, 2006",9
"slovakia, public relations and communications, 2000",1
"serbia, broadcast media, 2000",1
"china, events services, 1997",1
"brazil, building materials, 1966",3
"spain, package/freight delivery, 1986",1
"israel, e-learning, 2003",1
"chile, import and export, 1978",1
"italy, import and export, 1983",2
"switzerland, legal services, 2004",2
"denmark, public safety, 1992",1
"monaco, hospitality, 2001",2
"united states, banking, 1918",6
"united states, railroad manufacture, 1950",1
"spain, mental health care, 1994",7
"india, think tanks, 1998",2
"india, supermarkets, 2013",3
"south africa, design, 1996",10
"united kingdom, architecture & planning, 1928",1
"mexico, entertainment, 2001",2
"vietnam, consumer goods, 2006",1
"spain, mechanical or industrial engineering, 1961",7
"finland, design, 1911",1
"puerto rico, telecommunications, 1985",1
"canada, information technology and services, 1955",1
"zambia, construction, 1994",1
"germany, management consulting, 1982",3
"germany, consumer goods, 1975",2
"united kingdom, information services, 1904",1
"ireland, outsourcing/offshoring, 2003",2
"colombia, security and investigations, 1998",2
"denmark, electrical/electronic manufacturing, 1984",9
"hong kong, apparel & fashion, 1953",1
"france, apparel & fashion, 1982",4
"slovenia, translation and localization, 1989",1
"india, higher education, 2000",12
"denmark, veterinary, 1996",1
"belgium, automotive, 1989",11
"united kingdom, chemicals, 1986",9
"denmark, hospitality, 1981",4
"singapore, human resources, 1983",1
"singapore, publishing, 1967",1
"united kingdom, furniture, 1992",17
"bahrain, construction, 2002",2
"switzerland, chemicals, 1944",1
"mauritius, construction, 1985",1
"netherlands, arts and crafts, 2003",7
"spain, e-learning, 1983",1
"united states, luxury goods & jewelry, 1912",5
"germany, plastics, 1958",3
"cayman islands, investment banking, 2011",1
"denmark, architecture & planning, 1981",1
"italy, information technology and services, 1863",1
"japan, import and export, 1969",1
"poland, security and investigations, 2011",1
"new zealand, renewables & environment, 1959",1
"united kingdom, civic & social organization, 1884",3
"dominican republic, import and export, 2014",1
"belgium, aviation & aerospace, 2006",3
"egypt, civic & social organization, 2004",3
"iraq, consumer electronics, 1940",1
"sweden, information technology and services, 1958",2
"united kingdom, museums and institutions, 1985",6
"venezuela, construction, 2008",7
"ecuador, environmental services, 1999",2
"egypt, aviation & aerospace, 1976",1
"mexico, computer & network security, 2006",4
"united kingdom, information services, 1947",2
"singapore, printing, 1979",1
"turkey, plastics, 2011",5
"hungary, recreational facilities and services, 1999",1
"france, broadcast media, 1948",1
"ukraine, chemicals, 1972",1
"australia, computer games, 2003",3
"italy, luxury goods & jewelry, 1929",4
"taiwan, investment banking, 2016",1
"iran, food production, 1980",1
"united kingdom, retail, 1960",5
"russia, investment management, 2015",4
"zimbabwe, staffing and recruiting, 2001",1
"india, non-profit organization management, 1976",2
"singapore, environmental services, 1828",1
"germany, food production, 1930",2
"saudi arabia, medical devices, 1980",2
"denmark, leisure, travel & tourism, 2008",6
"ukraine, consumer goods, 1997",2
"hungary, apparel & fashion, 1995",3
"czechia, human resources, 2013",6
"netherlands, international trade and development, 1937",1
"spain, retail, 1971",3
"japan, outsourcing/offshoring, 2017",2
"costa rica, hospitality, 2004",2
