countryindyear,count
"poland, accounting, 2000",2
"malaysia, banking, 1999",1
"argentina, leisure, travel & tourism, 1964",1
"portugal, furniture, 2000",4
"france, logistics and supply chain, 1950",5
"belgium, sports, 1995",1
"cyprus, investment management, 2011",2
"ukraine, computer & network security, 2000",1
"singapore, wireless, 2004",1
"samoa, leisure, travel & tourism, 2013",1
"slovenia, electrical/electronic manufacturing, 1999",2
"israel, consumer electronics, 2016",2
"canada, mining & metals, 1954",1
"lebanon, insurance, 1963",1
"vietnam, legal services, 2000",1
"paraguay, financial services, 1997",1
"germany, chemicals, 1966",1
"united kingdom, building materials, 1889",1
"mexico, dairy, 1996",2
"pakistan, industrial automation, 1996",2
"united states, arts and crafts, 1949",2
"argentina, online media, 2015",2
"belgium, wireless, 2014",1
"panama, facilities services, 2015",1
"argentina, program development, 1999",4
"canada, financial services, 1961",1
"brazil, political organization, 1896",1
"nepal, textiles, 2000",1
"sweden, media production, 1976",1
"sweden, online media, 1996",1
"saudi arabia, health, wellness and fitness, 2006",1
"united states, oil & energy, 1879",2
"finland, leisure, travel & tourism, 2006",3
"germany, mining & metals, 1964",1
"australia, civic & social organization, 1961",1
"portugal, utilities, 2004",1
"denmark, mechanical or industrial engineering, 1926",1
"macedonia, performing arts, 1974",1
"kuwait, facilities services, 2007",1
"british virgin islands, investment management, 2016",2
"colombia, wireless, 1996",2
"norway, warehousing, 1995",1
"turkey, apparel & fashion, 1999",2
"malaysia, e-learning, 2000",1
"egypt, graphic design, 2000",1
"austria, human resources, 2016",4
"argentina, information technology and services, 1965",2
"norway, banking, 1993",1
"ireland, food & beverages, 1985",4
"japan, chemicals, 1918",2
"côte d’ivoire, media production, 2011",1
"brazil, arts and crafts, 1993",1
"united kingdom, utilities, 1853",1
"venezuela, outsourcing/offshoring, 2006",1
"netherlands, legal services, 1956",1
"slovenia, food & beverages, 1971",1
"venezuela, education management, 1997",1
"monaco, sports, 1912",1
"italy, research, 1946",1
"egypt, maritime, 2002",1
"estonia, automotive, 2015",5
"ireland, aviation & aerospace, 2016",1
"dominican republic, furniture, 1999",1
"australia, mechanical or industrial engineering, 1967",4
"china, luxury goods & jewelry, 1973",1
"venezuela, events services, 1996",1
"italy, law practice, 1912",1
"morocco, construction, 1960",1
"south africa, machinery, 1973",1
"indonesia, transportation/trucking/railroad, 1987",2
"bahrain, accounting, 1920",1
"greece, leisure, travel & tourism, 1951",1
"poland, pharmaceuticals, 1823",1
"greece, alternative dispute resolution, 2016",1
"slovenia, environmental services, 2008",2
"pakistan, hospital & health care, 2017",4
"poland, pharmaceuticals, 2016",3
"cyprus, judiciary, 1998",1
"denmark, telecommunications, 1998",3
"united kingdom, religious institutions, 1829",1
"norway, furniture, 1999",1
"bosnia and herzegovina, non-profit organization management, 2005",2
"philippines, non-profit organization management, 1987",1
"chile, industrial automation, 1989",2
"philippines, government administration, 1987",1
"bermuda, military, 1965",1
"south africa, publishing, 1958",1
"ireland, mechanical or industrial engineering, 1985",2
"tunisia, consumer electronics, 1991",1
"argentina, hospital & health care, 1954",1
"lebanon, real estate, 2013",2
"turkey, warehousing, 1981",1
"united states, legal services, 1809",1
"united kingdom, recreational facilities and services, 1958",1
"iran, leisure, travel & tourism, 2007",3
"netherlands, sporting goods, 1994",2
"norway, government relations, 1992",2
"spain, building materials, 1980",8
"croatia, management consulting, 1959",1
"norway, wine and spirits, 2010",1
"armenia, graphic design, 2010",1
"united states, law enforcement, 1988",5
"puerto rico, insurance, 2009",1
"argentina, electrical/electronic manufacturing, 1961",2
"kenya, sporting goods, 2016",1
"monaco, food & beverages, 1998",1
"new zealand, leisure, travel & tourism, 1973",1
"greece, automotive, 1972",2
"netherlands, packaging and containers, 1953",2
"brazil, hospitality, 1994",9
"united kingdom, education management, 1834",2
"trinidad and tobago, internet, 2011",1
"germany, environmental services, 1961",1
"venezuela, industrial automation, 2003",1
"south africa, sporting goods, 1963",1
"ecuador, judiciary, 1941",1
"iceland, information technology and services, 1973",1
"costa rica, civil engineering, 2011",2
"argentina, newspapers, 1987",1
"mongolia, leisure, travel & tourism, 2016",1
"united kingdom, music, 1934",1
"norway, telecommunications, 1973",1
"france, broadcast media, 1987",5
"denmark, packaging and containers, 1993",2
"argentina, market research, 2003",4
"luxembourg, architecture & planning, 2010",1
"belgium, medical practice, 2009",1
"austria, renewables & environment, 1933",1
"venezuela, pharmaceuticals, 2006",1
"bulgaria, events services, 2006",2
"poland, computer games, 2003",1
"united kingdom, furniture, 1963",3
"india, graphic design, 1999",1
"venezuela, transportation/trucking/railroad, 2012",1
"france, mental health care, 1981",1
"uganda, civil engineering, 1956",1
"mexico, market research, 2012",5
"ecuador, environmental services, 2009",2
"dominican republic, civil engineering, 1996",1
"france, performing arts, 1972",2
"cyprus, transportation/trucking/railroad, 2009",1
"united states, leisure, travel & tourism, 1938",3
"belgium, music, 1987",1
"croatia, market research, 1993",1
"russia, utilities, 2001",1
"zimbabwe, civil engineering, 2006",1
"slovakia, furniture, 2012",1
"venezuela, international trade and development, 2007",1
"chile, higher education, 1971",1
"japan, entertainment, 2008",3
"hong kong, maritime, 1994",1
"united kingdom, printing, 1963",4
"argentina, civil engineering, 1996",1
"colombia, farming, 1990",1
"germany, mechanical or industrial engineering, 1951",7
"turkey, law enforcement, 1997",1
"algeria, health, wellness and fitness, 2009",1
"finland, industrial automation, 1997",1
"estonia, investment management, 1997",1
"chile, online media, 2009",2
"estonia, computer networking, 1989",1
"france, investment management, 2018",1
"romania, food production, 1933",1
"indonesia, performing arts, 2012",1
"japan, machinery, 1974",1
"slovenia, furniture, 2004",1
"sudan, construction, 2013",1
"singapore, computer games, 2010",1
"poland, music, 1983",1
"france, design, 1961",3
"japan, biotechnology, 1991",2
"united arab emirates, recreational facilities and services, 1969",1
"switzerland, public policy, 2009",1
"lithuania, internet, 2004",5
"pakistan, retail, 1955",1
"argentina, printing, 2005",3
"spain, law practice, 1966",1
"tunisia, computer software, 2005",1
"united kingdom, retail, 1948",6
"denmark, paper & forest products, 2012",1
"mexico, automotive, 1961",1
"slovakia, printing, 2007",1
"latvia, medical practice, 2002",1
"tanzania, farming, 1930",1
"new zealand, information services, 1991",1
"finland, recreational facilities and services, 2016",1
"portugal, printing, 1994",6
"brazil, primary/secondary education, 1967",1
"finland, food & beverages, 2007",3
"poland, higher education, 2008",4
"indonesia, education management, 2004",6
"united states, medical devices, 1934",2
"china, outsourcing/offshoring, 2005",3
"switzerland, financial services, 1972",1
"nepal, media production, 2006",1
"macedonia, gambling & casinos, 1993",1
"belgium, consumer electronics, 2005",1
"spain, alternative medicine, 1984",1
"india, defense & space, 1999",1
"hong kong, museums and institutions, 1995",1
"pakistan, pharmaceuticals, 2011",2
"israel, education management, 1995",2
"france, luxury goods & jewelry, 1997",2
"czechia, public relations and communications, 1997",2
"china, financial services, 1988",2
"slovakia, renewables & environment, 2007",1
"saudi arabia, online media, 2017",1
"russia, security and investigations, 2014",2
"chile, legal services, 2008",1
"france, aviation & aerospace, 1957",3
"mozambique, human resources, 2013",2
"mexico, import and export, 1992",1
"dominican republic, apparel & fashion, 2016",1
"switzerland, retail, 1833",1
"spain, civil engineering, 1874",1
"nepal, farming, 2017",1
"italy, publishing, 1914",1
"colombia, fine art, 2013",2
"switzerland, marketing and advertising, 1936",1
"kuwait, transportation/trucking/railroad, 2005",1
"malaysia, furniture, 2016",1
"turkey, machinery, 1960",1
"jersey, real estate, 1945",1
"venezuela, electrical/electronic manufacturing, 1984",1
"costa rica, outsourcing/offshoring, 2015",3
"japan, semiconductors, 1980",1
"indonesia, construction, 1961",2
"saudi arabia, retail, 1965",1
"austria, accounting, 1997",1
"ukraine, think tanks, 1996",1
"indonesia, electrical/electronic manufacturing, 2002",2
"india, restaurants, 2015",14
"azerbaijan, design, 2012",2
"czechia, international trade and development, 2011",3
"canada, broadcast media, 1967",2
"venezuela, accounting, 1994",2
"greece, consumer services, 1984",1
"india, internet, 1987",1
"belgium, logistics and supply chain, 1949",2
"germany, machinery, 1863",1
"france, performing arts, 1807",1
"united kingdom, security and investigations, 1968",2
"argentina, broadcast media, 1954",1
"rwanda, human resources, 2015",1
"norway, international trade and development, 2005",2
"belgium, packaging and containers, 1994",1
"uganda, computer software, 2018",1
"panama, legal services, 1991",4
"czechia, market research, 2002",2
"argentina, pharmaceuticals, 1962",1
"bulgaria, computer hardware, 2013",2
"netherlands, food & beverages, 1940",2
"cape verde, law practice, 2013",1
"canada, wholesale, 1927",3
"bangladesh, government relations, 2009",1
"kenya, design, 1998",1
"netherlands, oil & energy, 1947",2
"qatar, mechanical or industrial engineering, 2011",2
"spain, furniture, 1949",1
"australia, professional training & coaching, 1976",1
"algeria, computer hardware, 2008",2
"poland, airlines/aviation, 1934",1
"mexico, outsourcing/offshoring, 1993",2
"brazil, machinery, 1863",1
"pakistan, consumer electronics, 2008",1
"australia, computer networking, 2013",4
"netherlands, research, 1932",3
"new zealand, environmental services, 1985",1
"estonia, investment management, 2013",1
"luxembourg, primary/secondary education, 1996",1
"saudi arabia, mechanical or industrial engineering, 1992",1
"united states, executive office, 1916",1
"norway, individual & family services, 1994",1
"mozambique, design, 2015",1
"united states, military, 1855",1
"belgium, construction, 1964",2
"denmark, wine and spirits, 1880",1
"united states, newspapers, 1877",7
"vietnam, mining & metals, 2014",1
"panama, food production, 1918",1
"germany, law practice, 1876",1
"ghana, media production, 1997",1
"brazil, arts and crafts, 1995",2
"belgium, electrical/electronic manufacturing, 1985",3
"russia, law practice, 2002",1
"argentina, facilities services, 1994",2
"peru, motion pictures and film, 2014",2
"venezuela, oil & energy, 1978",2
"vietnam, plastics, 2001",1
"russia, logistics and supply chain, 2011",4
"france, maritime, 1956",1
"sweden, packaging and containers, 2000",1
"saudi arabia, consumer goods, 2003",1
"canada, retail, 1914",1
"sri lanka, semiconductors, 2013",1
"canada, maritime, 1984",4
"ecuador, design, 2008",4
"south africa, import and export, 2003",3
"denmark, apparel & fashion, 1967",1
"china, sporting goods, 2007",6
"germany, building materials, 1974",1
"saudi arabia, management consulting, 1973",1
"portugal, consumer services, 2018",2
"morocco, real estate, 1973",1
"brazil, packaging and containers, 2010",2
"bulgaria, logistics and supply chain, 2005",1
"chile, furniture, 1939",1
"south africa, cosmetics, 2018",1
"brunei, information technology and services, 2004",1
"peru, textiles, 1990",1
"turkey, plastics, 2015",5
"côte d’ivoire, computer software, 2005",2
"poland, logistics and supply chain, 2000",1
"argentina, law practice, 1975",1
"malta, construction, 2010",1
"netherlands, public safety, 1968",1
"india, aviation & aerospace, 2009",12
"portugal, furniture, 1997",5
"ghana, graphic design, 2012",1
"sri lanka, construction, 2000",1
"finland, food & beverages, 2010",3
"spain, leisure, travel & tourism, 1964",2
"united kingdom, law enforcement, 1995",1
"singapore, facilities services, 2014",3
"belgium, international trade and development, 1930",1
"norway, broadcast media, 1992",2
"ireland, cosmetics, 2008",1
"canada, mining & metals, 1952",2
"singapore, packaging and containers, 2017",2
"tanzania, international trade and development, 2013",2
"united arab emirates, airlines/aviation, 2007",9
"brazil, apparel & fashion, 1967",2
"canada, law practice, 1950",4
"bolivia, civic & social organization, 1988",1
"iceland, non-profit organization management, 2011",2
"nepal, staffing and recruiting, 2000",1
"france, health, wellness and fitness, 1853",1
"latvia, insurance, 2012",1
"spain, events services, 1935",1
"united states, investment management, 1918",3
"hong kong, wine and spirits, 1919",1
"tunisia, financial services, 2011",1
"spain, import and export, 1984",3
"lithuania, logistics and supply chain, 2015",3
"ecuador, construction, 1974",2
"brazil, government administration, 2000",1
"croatia, automotive, 2004",1
"italy, dairy, 1996",1
"bangladesh, consumer goods, 2016",3
"nigeria, legal services, 1998",1
"nigeria, civil engineering, 1972",1
"saudi arabia, transportation/trucking/railroad, 2010",1
"finland, machinery, 1968",2
"australia, aviation & aerospace, 1973",1
"brazil, government administration, 1935",1
"nigeria, consumer goods, 2017",1
"democratic republic of the congo, cosmetics, 1980",1
"saudi arabia, machinery, 1957",2
"turkey, higher education, 2002",2
"brazil, motion pictures and film, 1970",1
"ireland, consumer goods, 1974",1
"egypt, furniture, 1993",1
"australia, printing, 1877",1
"poland, pharmaceuticals, 1989",1
"malaysia, oil & energy, 2015",12
"hong kong, retail, 1992",2
"austria, computer software, 1992",5
"australia, mental health care, 1999",2
"ireland, security and investigations, 2006",2
"sri lanka, hospitality, 2003",3
"egypt, pharmaceuticals, 2004",3
"israel, photography, 1995",1
"germany, biotechnology, 1968",1
"spain, oil & energy, 1994",5
"turkey, utilities, 2009",2
"ghana, environmental services, 2014",3
"netherlands, environmental services, 1931",1
"france, furniture, 1999",3
"united kingdom, business supplies and equipment, 1953",2
"colombia, marketing and advertising, 1966",1
"taiwan, import and export, 1941",1
"united states, individual & family services, 1884",1
"russia, wholesale, 1990",1
"morocco, leisure, travel & tourism, 1995",1
"peru, facilities services, 2014",5
"italy, music, 1978",2
"south korea, import and export, 2009",1
"portugal, food production, 1994",1
"romania, cosmetics, 1991",2
"united kingdom, veterinary, 2010",12
"morocco, music, 2013",2
"ireland, sporting goods, 1918",1
"argentina, medical devices, 1972",1
"palestine, computer & network security, 2015",1
"germany, telecommunications, 1919",3
"japan, machinery, 2016",1
"south africa, warehousing, 1996",1
"ukraine, accounting, 2007",1
"belgium, museums and institutions, 2004",2
"south korea, computer software, 2005",1
"panama, music, 2015",3
"china, dairy, 2006",1
"venezuela, broadcast media, 1988",1
"canada, marketing and advertising, 1889",1
"nigeria, government administration, 2010",1
"poland, hospital & health care, 1990",1
"canada, nanotechnology, 2006",2
"canada, mental health care, 1963",1
"india, luxury goods & jewelry, 1982",2
"canada, international trade and development, 1970",2
"azerbaijan, financial services, 2014",2
"denmark, publishing, 2003",1
"ecuador, financial services, 1994",2
"finland, biotechnology, 2000",1
"russia, medical devices, 2001",1
"ireland, insurance, 2007",7
"india, textiles, 1881",1
"vietnam, sporting goods, 2009",1
"israel, accounting, 1982",2
"uruguay, wholesale, 1969",1
"nigeria, construction, 1997",2
"ecuador, wholesale, 2012",2
"finland, sporting goods, 1975",2
"turkey, health, wellness and fitness, 1996",4
"macau, mechanical or industrial engineering, 2017",1
"colombia, maritime, 1973",1
"israel, import and export, 1963",1
"south africa, security and investigations, 1971",1
"syria, building materials, 1988",1
"serbia, management consulting, 1997",1
"guernsey, computer software, 1984",1
"serbia, furniture, 2001",1
"ghana, executive office, 2008",1
"united kingdom, architecture & planning, 1933",1
"united states, financial services, 1844",1
"albania, information technology and services, 2002",1
"sweden, chemicals, 1866",1
"italy, think tanks, 2011",4
"australia, education management, 1873",1
"singapore, events services, 1990",1
"australia, hospitality, 1946",1
"canada, farming, 1981",1
"croatia, food & beverages, 2014",4
"qatar, package/freight delivery, 1982",1
"taiwan, import and export, 2014",1
"taiwan, computer networking, 2003",1
"united kingdom, investment management, 1831",1
"portugal, international trade and development, 1916",1
"luxembourg, mechanical or industrial engineering, 1948",1
"norway, computer networking, 1997",1
"trinidad and tobago, staffing and recruiting, 1990",1
"namibia, accounting, 2009",1
"croatia, non-profit organization management, 1993",1
"china, international trade and development, 1978",1
"iran, health, wellness and fitness, 2000",1
"ukraine, publishing, 2010",1
"india, utilities, 2007",3
"belgium, retail, 1983",4
"united arab emirates, consumer services, 2007",4
"germany, pharmaceuticals, 1921",1
"indonesia, marketing and advertising, 2003",5
"denmark, airlines/aviation, 1990",2
"turkey, higher education, 1997",3
"canada, financial services, 1953",4
"chile, human resources, 1976",1
"united states, public relations and communications, 1967",4
"poland, mechanical or industrial engineering, 1999",5
"iran, newspapers, 2011",1
"united states, telecommunications, 1895",8
"panama, wholesale, 1979",1
"romania, mental health care, 2009",1
"turkey, apparel & fashion, 2002",4
"lebanon, aviation & aerospace, 2010",1
"spain, real estate, 1950",1
"latvia, architecture & planning, 1998",1
"brazil, government administration, 1949",1
"canada, wholesale, 1923",4
