countryindyear,count
"united states, maritime, 1925",2
"united kingdom, religious institutions, 2018",2
"serbia, leisure, travel & tourism, 2013",6
"thailand, management consulting, 1992",3
"turkey, management consulting, 2000",12
"united kingdom, aviation & aerospace, 2017",22
"brazil, architecture & planning, 2002",27
"mexico, automotive, 2008",13
"france, museums and institutions, 2019",1
"china, mining & metals, 2006",32
"netherlands, logistics and supply chain, 2011",33
"bulgaria, transportation/trucking/railroad, 2013",2
"united states, religious institutions, 1867",10
"egypt, real estate, 2015",25
"south africa, construction, 2011",22
"costa rica, paper & forest products, 2011",1
"netherlands, computer hardware, 2012",12
"chile, human resources, 2008",22
"turkey, glass, ceramics & concrete, 1998",2
"malta, internet, 2002",1
"united kingdom, arts and crafts, 2017",34
"china, market research, 2004",3
"switzerland, investment management, 2011",19
"netherlands, computer games, 2006",5
"ireland, computer software, 2010",27
"india, industrial automation, 2017",18
"indonesia, security and investigations, 2000",1
"brazil, civil engineering, 2005",28
"brazil, transportation/trucking/railroad, 1993",5
"pakistan, philanthropy, 2014",1
"taiwan, international trade and development, 2010",1
"italy, law practice, 2010",17
"serbia, health, wellness and fitness, 2008",2
"singapore, internet, 2009",16
"brazil, real estate, 1989",17
"sweden, biotechnology, 1984",2
"canada, insurance, 1880",6
"serbia, computer software, 2009",8
"argentina, health, wellness and fitness, 1937",1
"bulgaria, sports, 2008",1
"dominican republic, marketing and advertising, 2013",10
"new zealand, leisure, travel & tourism, 1995",5
"united states, alternative dispute resolution, 1991",4
"united states, accounting, 1941",8
"france, higher education, 2000",11
"united arab emirates, consumer electronics, 2011",4
"chile, electrical/electronic manufacturing, 2016",5
"germany, consumer goods, 1973",2
"united kingdom, mechanical or industrial engineering, 1976",47
"australia, museums and institutions, 2017",1
"netherlands, law practice, 2016",66
"denmark, executive office, 2001",1
"netherlands, e-learning, 2007",11
"united kingdom, chemicals, 1997",5
"new zealand, cosmetics, 2009",2
"united kingdom, biotechnology, 2008",28
"italy, plastics, 1977",5
"united states, writing and editing, 1982",19
"new zealand, architecture & planning, 2010",12
"united arab emirates, restaurants, 2014",14
"czechia, management consulting, 2012",26
"new zealand, mechanical or industrial engineering, 1991",4
"germany, think tanks, 2017",10
"sweden, construction, 1991",11
"singapore, construction, 1990",6
"south africa, writing and editing, 2017",2
"belgium, wholesale, 1997",3
"venezuela, program development, 2016",9
"india, computer hardware, 2000",11
"india, cosmetics, 1996",2
"thailand, information technology and services, 1984",1
"slovenia, law practice, 2002",1
"latvia, business supplies and equipment, 2004",2
"mexico, leisure, travel & tourism, 1949",1
"united kingdom, medical devices, 2014",45
"cyprus, financial services, 2003",6
"united states, research, 1963",8
"germany, market research, 2010",4
"brazil, textiles, 2000",7
"chile, renewables & environment, 2012",14
"argentina, leisure, travel & tourism, 2001",18
"indonesia, music, 2009",3
"austria, information services, 1867",1
"netherlands, wine and spirits, 1916",1
"turkey, staffing and recruiting, 2010",6
"mauritius, environmental services, 2011",1
"indonesia, education management, 1992",3
"greece, pharmaceuticals, 2005",3
"brazil, photography, 2017",6
"canada, tobacco, 2017",1
"czechia, glass, ceramics & concrete, 1950",1
"singapore, building materials, 1965",1
"uruguay, packaging and containers, 2008",1
"argentina, mechanical or industrial engineering, 1992",6
"greece, photography, 2011",4
"norway, renewables & environment, 2004",4
"cameroon, electrical/electronic manufacturing, 1994",1
"bangladesh, hospitality, 2017",2
"netherlands, management consulting, 1985",11
"chile, wholesale, 2016",7
"spain, real estate, 1991",14
"russia, wholesale, 2003",2
"italy, accounting, 2014",16
"belgium, arts and crafts, 2008",3
"china, international trade and development, 2009",39
"india, think tanks, 2017",13
"ireland, consumer services, 2016",7
"panama, legal services, 2010",2
"brazil, mining & metals, 2009",7
"united states, e-learning, 2000",90
"turkey, chemicals, 2003",12
"india, hospitality, 2001",19
"brazil, information services, 2011",33
"austria, financial services, 2014",10
"bermuda, marketing and advertising, 2010",1
"laos, real estate, 2011",1
"france, business supplies and equipment, 2008",20
"argentina, health, wellness and fitness, 1950",1
"japan, environmental services, 2012",3
"croatia, management consulting, 2017",6
"united states, broadcast media, 1975",13
"spain, utilities, 2004",5
"turkey, machinery, 1863",1
"uruguay, management consulting, 2017",3
"netherlands, financial services, 2009",129
"colombia, non-profit organization management, 2013",8
"netherlands, hospital & health care, 2010",111
"united kingdom, renewables & environment, 2001",24
"netherlands, alternative dispute resolution, 2016",4
"turkey, sporting goods, 2014",3
"canada, electrical/electronic manufacturing, 1977",10
"united states, management consulting, 1965",9
"slovakia, mechanical or industrial engineering, 2005",1
"vietnam, sporting goods, 2002",1
"uruguay, information technology and services, 2013",10
"united states, research, 1980",23
"finland, leisure, travel & tourism, 1940",1
"spain, consumer electronics, 2010",20
"greece, law practice, 1982",1
"slovenia, civic & social organization, 2012",3
"canada, alternative medicine, 2016",13
"united kingdom, medical devices, 2003",18
"netherlands, international trade and development, 2015",22
"brazil, government relations, 1979",1
"switzerland, consumer services, 1996",3
"mexico, electrical/electronic manufacturing, 2002",5
"united states, information technology and services, 1911",5
"brazil, marketing and advertising, 1996",72
"spain, computer hardware, 2000",10
"serbia, transportation/trucking/railroad, 1998",3
"united kingdom, warehousing, 2010",6
"mexico, medical devices, 2016",11
"egypt, mining & metals, 2016",1
"slovakia, information technology and services, 2000",11
"colombia, computer software, 1992",2
"new zealand, management consulting, 2017",40
"colombia, human resources, 1995",8
"czechia, medical devices, 2011",2
"canada, food production, 2010",26
"indonesia, marketing and advertising, 2017",35
"ghana, insurance, 1980",1
"new zealand, legal services, 2013",4
"france, staffing and recruiting, 2012",44
"united states, think tanks, 1999",13
"singapore, animation, 2003",3
"bulgaria, mechanical or industrial engineering, 1997",2
"luxembourg, oil & energy, 2012",1
"united states, military, 1995",6
"austria, mechanical or industrial engineering, 2009",1
"australia, management consulting, 1985",5
"spain, health, wellness and fitness, 2002",29
"denmark, electrical/electronic manufacturing, 2005",6
"spain, packaging and containers, 1978",3
"ecuador, medical devices, 2014",2
"kazakhstan, management consulting, 2007",1
"turkey, construction, 1995",28
"italy, mining & metals, 1942",1
"egypt, design, 2012",8
"chile, human resources, 1994",12
"brazil, e-learning, 2001",6
"serbia, civic & social organization, 2007",3
"spain, judiciary, 2017",8
"italy, construction, 1954",10
"slovenia, non-profit organization management, 1993",2
"mexico, translation and localization, 2014",6
"colombia, e-learning, 2000",4
"colombia, fine art, 2015",1
"india, electrical/electronic manufacturing, 1993",16
"canada, package/freight delivery, 1993",1
"argentina, program development, 2017",9
"canada, information services, 2008",13
"latvia, computer software, 2014",5
"south africa, philanthropy, 2009",2
"brazil, food production, 2014",17
"turkey, packaging and containers, 1991",3
"ireland, broadcast media, 2006",4
"ireland, broadcast media, 2016",2
"united kingdom, outsourcing/offshoring, 2006",16
"bangladesh, information technology and services, 1985",3
"finland, primary/secondary education, 2015",3
"italy, retail, 1967",3
"jordan, apparel & fashion, 2014",4
"turkey, industrial automation, 1981",2
"spain, restaurants, 2011",19
"pakistan, textiles, 1998",3
"spain, apparel & fashion, 2005",21
"turkey, graphic design, 2017",7
"bulgaria, food production, 2007",3
"united kingdom, food production, 2015",36
"south africa, publishing, 1997",4
"netherlands, medical practice, 2016",8
"czechia, computer software, 2012",19
"united kingdom, utilities, 2014",53
"jordan, automotive, 2008",3
"united states, human resources, 1984",42
"portugal, food & beverages, 1992",3
"united states, libraries, 1889",11
"canada, building materials, 1905",6
"australia, international affairs, 2002",1
"france, furniture, 1960",2
"norway, photography, 2007",4
"canada, civil engineering, 2014",33
"india, health, wellness and fitness, 2000",13
"indonesia, utilities, 2001",1
"canada, facilities services, 1994",16
"united states, electrical/electronic manufacturing, 1947",43
"finland, graphic design, 2016",4
"finland, recreational facilities and services, 2011",2
"bangladesh, facilities services, 2014",1
"france, furniture, 2015",17
"united arab emirates, non-profit organization management, 2009",3
"switzerland, individual & family services, 2011",7
"sweden, graphic design, 2014",19
"venezuela, computer software, 2016",6
"singapore, mining & metals, 2015",3
"united kingdom, education management, 1877",6
"finland, automotive, 1954",2
"egypt, e-learning, 1997",2
"netherlands, computer software, 1993",24
"mexico, commercial real estate, 2017",4
"canada, entertainment, 1976",2
"myanmar, information technology and services, 2016",16
"argentina, broadcast media, 2003",3
"czechia, construction, 2015",2
"australia, printing, 2002",10
"turkey, maritime, 1982",1
"russia, food production, 1969",1
"united states, mechanical or industrial engineering, 1973",42
"australia, facilities services, 2010",15
"germany, real estate, 2014",48
"singapore, human resources, 1995",6
"canada, research, 2013",46
"lebanon, business supplies and equipment, 2013",2
"germany, biotechnology, 1982",1
"united states, religious institutions, 1919",13
"south africa, wholesale, 2015",3
"japan, luxury goods & jewelry, 2016",2
"united states, utilities, 1928",8
"russia, maritime, 2008",1
"united states, sporting goods, 1935",2
"chile, furniture, 2005",1
"finland, research, 2007",6
"iran, food & beverages, 2014",4
"hong kong, marketing and advertising, 2015",22
"netherlands, health, wellness and fitness, 1994",13
"italy, building materials, 1986",3
"united kingdom, outsourcing/offshoring, 2018",3
"brazil, real estate, 2017",41
"china, philanthropy, 2015",4
"latvia, publishing, 2018",1
"united kingdom, wine and spirits, 2010",32
"united kingdom, medical devices, 1987",9
"australia, packaging and containers, 2006",4
"germany, utilities, 2010",9
"south africa, mining & metals, 1982",6
"spain, building materials, 2013",16
"sweden, industrial automation, 1989",6
"nigeria, banking, 1994",1
"ireland, marketing and advertising, 2018",5
"madagascar, non-profit organization management, 2014",1
"spain, logistics and supply chain, 2006",17
"kenya, hospitality, 2002",3
"netherlands, telecommunications, 1996",17
"ireland, mental health care, 2016",2
"spain, oil & energy, 1950",1
"azerbaijan, hospitality, 1999",1
"ireland, retail, 2005",7
"canada, consumer goods, 1985",9
"india, chemicals, 1998",12
"peru, music, 2008",2
"portugal, non-profit organization management, 1980",3
"italy, luxury goods & jewelry, 2003",7
"hungary, e-learning, 2013",2
"lithuania, architecture & planning, 2007",3
"united arab emirates, leisure, travel & tourism, 1981",2
"russia, professional training & coaching, 2017",5
"spain, transportation/trucking/railroad, 1928",2
"brazil, luxury goods & jewelry, 2010",7
"united arab emirates, construction, 1997",17
"australia, health, wellness and fitness, 1986",15
"italy, automotive, 2016",25
"jordan, computer software, 2011",7
"peru, legal services, 1968",1
"mexico, mental health care, 2015",5
"united states, logistics and supply chain, 1964",13
"mexico, performing arts, 1997",1
"brazil, retail, 1986",25
"peru, professional training & coaching, 2014",11
"greece, financial services, 2012",8
"south africa, translation and localization, 2013",3
"slovenia, security and investigations, 1990",1
"malaysia, events services, 2008",8
"brazil, legal services, 2012",95
"italy, publishing, 1994",7
"united kingdom, retail, 1978",20
"united states, alternative medicine, 1995",25
"bangladesh, marketing and advertising, 2012",20
"south africa, mechanical or industrial engineering, 2008",9
"mexico, program development, 2016",24
"france, food production, 2013",36
"denmark, retail, 1929",1
"lithuania, research, 2013",2
"argentina, computer hardware, 2011",4
"switzerland, research, 2012",13
"china, oil & energy, 2012",10
"russia, hospitality, 2010",7
"united states, staffing and recruiting, 1981",92
"united states, commercial real estate, 1975",26
"belgium, events services, 2004",21
"ecuador, mechanical or industrial engineering, 2011",3
"norway, sporting goods, 2016",6
"uruguay, health, wellness and fitness, 2000",1
"canada, hospital & health care, 1983",11
"india, government relations, 2012",1
"germany, electrical/electronic manufacturing, 1996",15
"australia, arts and crafts, 1993",2
"chile, food & beverages, 1996",4
"germany, telecommunications, 2014",14
"hungary, recreational facilities and services, 2009",2
"china, music, 1956",1
"canada, management consulting, 1987",25
"kenya, information technology and services, 2004",17
"france, textiles, 1996",5
"morocco, computer software, 2011",10
"nigeria, management consulting, 2004",9
"germany, health, wellness and fitness, 2000",4
"peru, individual & family services, 2005",1
"united kingdom, import and export, 1948",1
"argentina, oil & energy, 2013",7
"mexico, retail, 2013",18
"italy, logistics and supply chain, 2016",15
"georgia, sports, 2016",1
"egypt, education management, 2008",11
"india, market research, 2009",29
"oman, computer software, 2006",1
"ghana, oil & energy, 1998",1
"greece, law practice, 1998",2
"argentina, real estate, 1984",1
"hong kong, leisure, travel & tourism, 2000",2
"israel, health, wellness and fitness, 2014",9
"indonesia, textiles, 1977",3
"sweden, medical practice, 2006",1
"argentina, real estate, 2015",24
"united states, cosmetics, 2001",46
"turkey, information technology and services, 2013",220
"china, financial services, 2015",24
"brazil, medical devices, 1991",5
"israel, computer software, 2007",30
"united kingdom, biotechnology, 1991",2
"spain, pharmaceuticals, 2011",20
"australia, information services, 1994",3
"united states, military, 2007",25
"spain, building materials, 2003",7
"australia, education management, 1985",14
"israel, education management, 1954",1
"sweden, staffing and recruiting, 2016",60
"cayman islands, primary/secondary education, 2015",1
"argentina, real estate, 2014",16
"italy, publishing, 2003",15
"singapore, civic & social organization, 2010",1
"turkey, non-profit organization management, 2011",22
"taiwan, import and export, 2005",1
"united kingdom, online media, 2002",14
"italy, education management, 2012",22
"mexico, human resources, 1998",13
"switzerland, internet, 2001",25
"hungary, oil & energy, 2011",5
"portugal, mechanical or industrial engineering, 2003",7
"macedonia, think tanks, 2003",1
"portugal, architecture & planning, 1994",7
"argentina, hospital & health care, 1942",1
"finland, music, 2000",1
"brazil, consumer goods, 1965",2
"algeria, computer hardware, 1995",1
"switzerland, publishing, 1983",2
"brazil, human resources, 2002",29
"sweden, shipbuilding, 1997",1
"australia, hospitality, 1940",2
"united kingdom, retail, 1904",4
"denmark, oil & energy, 2014",14
"china, leisure, travel & tourism, 2013",9
"albania, retail, 2015",2
"turkey, human resources, 2013",24
"france, staffing and recruiting, 2017",45
"argentina, information technology and services, 1991",21
"chile, human resources, 2012",33
"turkey, import and export, 2014",17
"russia, sports, 2012",4
"united kingdom, photography, 2003",29
"japan, computer software, 1998",7
"turkey, security and investigations, 2015",4
"italy, business supplies and equipment, 1996",9
"cambodia, entertainment, 2011",3
"new zealand, public relations and communications, 1985",1
"france, textiles, 1989",7
"norway, security and investigations, 2012",5
"canada, public policy, 1940",1
"south africa, computer & network security, 2006",1
"united states, motion pictures and film, 1992",35
"argentina, consumer electronics, 2013",7
"switzerland, telecommunications, 2005",9
"italy, leisure, travel & tourism, 1973",6
"france, transportation/trucking/railroad, 1979",3
"peru, construction, 2003",8
"spain, commercial real estate, 2016",18
"hong kong, management consulting, 2012",14
"united states, libraries, 1890",6
"finland, medical devices, 2006",3
"ecuador, human resources, 2001",2
"netherlands, cosmetics, 2011",16
"canada, computer hardware, 2011",13
"honduras, import and export, 1996",1
"chile, consumer electronics, 2002",1
"canada, marketing and advertising, 1998",124
"netherlands, government administration, 2003",5
"united kingdom, farming, 1990",3
"belgium, textiles, 1920",3
"france, think tanks, 1999",1
"belgium, leisure, travel & tourism, 2011",9
"sweden, restaurants, 2016",12
"italy, food & beverages, 1951",4
"ireland, commercial real estate, 1988",1
"sweden, entertainment, 2010",13
"spain, farming, 1994",7
"hong kong, design, 2010",10
"italy, printing, 1975",4
"mexico, real estate, 2016",36
"tanzania, marketing and advertising, 2014",5
"costa rica, facilities services, 2017",2
"sweden, staffing and recruiting, 1986",3
"greece, airlines/aviation, 2009",2
"sri lanka, logistics and supply chain, 2016",1
"brazil, events services, 1998",19
"zimbabwe, renewables & environment, 2014",1
"germany, printing, 1974",1
"chile, architecture & planning, 2006",4
"united states, machinery, 1975",71
"united states, maritime, 1975",10
"portugal, ranching, 2006",2
"greece, maritime, 2013",14
"sweden, research, 2017",7
"denmark, environmental services, 1987",4
"kenya, professional training & coaching, 2015",4
"italy, non-profit organization management, 2005",18
"norway, animation, 2007",2
"china, renewables & environment, 1996",2
"united kingdom, printing, 1985",26
"romania, market research, 2012",3
"croatia, publishing, 1992",3
"argentina, business supplies and equipment, 2008",1
"canada, food & beverages, 2000",30
"spain, design, 2000",30
"saudi arabia, media production, 2003",2
"united kingdom, printing, 1987",24
"australia, renewables & environment, 2009",50
"spain, mining & metals, 2015",4
"nigeria, health, wellness and fitness, 2013",5
"vietnam, international trade and development, 2015",2
"indonesia, international affairs, 2013",2
"italy, political organization, 2010",1
"ireland, design, 2014",21
"japan, broadcast media, 2000",1
"united states, research, 1967",9
"germany, performing arts, 1994",1
"uzbekistan, marketing and advertising, 2003",1
"united kingdom, leisure, travel & tourism, 1948",6
"argentina, education management, 2000",4
"finland, computer games, 2013",15
"egypt, non-profit organization management, 2013",9
"argentina, graphic design, 1999",6
"singapore, information services, 2012",3
"netherlands, broadcast media, 2015",18
"united states, industrial automation, 1939",8
"argentina, sports, 2004",4
"united states, recreational facilities and services, 1991",38
"united states, fund-raising, 1967",8
"colombia, education management, 2011",9
"estonia, investment banking, 1999",1
"russia, professional training & coaching, 1996",1
"brazil, leisure, travel & tourism, 2003",24
"norway, computer & network security, 2012",3
"poland, retail, 1958",1
"australia, leisure, travel & tourism, 2004",15
"belgium, telecommunications, 2010",16
"ecuador, management consulting, 2000",6
"senegal, leisure, travel & tourism, 2013",1
"bulgaria, food & beverages, 2015",6
"lithuania, real estate, 2012",6
"canada, sports, 1981",10
"nigeria, consumer goods, 2012",3
"portugal, accounting, 1999",5
"united states, civic & social organization, 1985",65
"united states, food production, 1944",10
"spain, aviation & aerospace, 2009",6
"united kingdom, aviation & aerospace, 1968",4
"japan, information technology and services, 1996",10
"belgium, wine and spirits, 2014",4
"turkey, law practice, 2014",19
"malaysia, human resources, 2011",8
"new zealand, graphic design, 2008",7
"singapore, marketing and advertising, 2002",6
"poland, industrial automation, 2008",7
"brazil, hospital & health care, 1985",4
"germany, alternative medicine, 2015",1
"india, government relations, 2017",1
"indonesia, sports, 2013",5
"united kingdom, graphic design, 1965",2
"brazil, luxury goods & jewelry, 2016",4
"russia, publishing, 2016",1
"pakistan, oil & energy, 2008",4
"greece, legal services, 2005",2
"mexico, market research, 2008",5
"lithuania, industrial automation, 2013",2
"australia, business supplies and equipment, 2007",10
"mexico, outsourcing/offshoring, 1994",2
"united states, chemicals, 1974",24
"italy, electrical/electronic manufacturing, 2000",21
"italy, events services, 1986",12
"germany, photography, 2007",11
"estonia, gambling & casinos, 2013",3
"netherlands, accounting, 1984",6
"bolivia, e-learning, 2013",1
"russia, computer & network security, 1996",1
"russia, professional training & coaching, 2005",7
"brazil, import and export, 1999",13
"united states, plastics, 2010",44
"slovenia, sporting goods, 2015",1
"bulgaria, marketing and advertising, 2010",17
"singapore, biotechnology, 2015",9
"australia, import and export, 2016",8
"brazil, food & beverages, 2011",47
"belgium, maritime, 2014",4
"united states, aviation & aerospace, 1876",1
"nigeria, financial services, 2012",12
"mexico, professional training & coaching, 1979",2
"china, mechanical or industrial engineering, 1982",2
"netherlands, architecture & planning, 2008",69
"sweden, entertainment, 2013",17
"canada, real estate, 1980",37
"brazil, fine art, 2016",4
"china, financial services, 2008",14
"finland, logistics and supply chain, 2012",2
"brazil, insurance, 2004",24
"finland, fine art, 2011",2
"italy, medical practice, 1996",7
"belgium, building materials, 2006",8
"germany, public relations and communications, 1987",3
"netherlands, hospitality, 2013",79
"india, apparel & fashion, 1976",7
"bahamas, medical practice, 2014",1
"united kingdom, airlines/aviation, 2004",11
"france, translation and localization, 2015",8
"malaysia, machinery, 2013",1
"italy, renewables & environment, 1981",11
"south africa, security and investigations, 1975",1
"united states, executive office, 1965",1
"united states, computer games, 1991",15
"united kingdom, automotive, 1910",3
"russia, farming, 2008",3
"ireland, fund-raising, 2010",3
"italy, machinery, 2017",6
"argentina, international affairs, 2002",1
"ireland, sports, 2012",15
"canada, construction, 1972",39
"united states, design, 1980",75
"united states, events services, 1937",4
"canada, mechanical or industrial engineering, 1990",21
"united states, utilities, 1953",9
"morocco, individual & family services, 2007",1
"new zealand, building materials, 2016",10
"australia, performing arts, 2008",5
"lebanon, marketing and advertising, 2014",17
"spain, education management, 2009",37
"china, packaging and containers, 2007",10
"israel, public relations and communications, 1995",3
"canada, restaurants, 2010",23
"pakistan, plastics, 1985",1
"india, printing, 2012",11
"france, food production, 2002",7
"portugal, arts and crafts, 2017",5
"new zealand, fine art, 1973",1
"colombia, textiles, 2006",1
"luxembourg, computer games, 2018",1
"canada, health, wellness and fitness, 1985",19
"united states, music, 1932",5
"brazil, non-profit organization management, 2009",23
"italy, design, 1988",3
"united states, motion pictures and film, 1984",18
"luxembourg, events services, 2016",2
"sri lanka, education management, 2017",6
"netherlands, law practice, 1995",8
"canada, wholesale, 1971",5
"costa rica, logistics and supply chain, 2014",2
"bulgaria, furniture, 1995",2
"united kingdom, environmental services, 2016",89
"hungary, real estate, 2009",6
"morocco, public relations and communications, 2006",1
"spain, venture capital & private equity, 2016",16
"finland, consumer electronics, 2013",7
"saudi arabia, design, 2010",9
"colombia, oil & energy, 2004",5
"malaysia, education management, 2005",4
"portugal, information technology and services, 1995",26
"belgium, motion pictures and film, 2010",7
"cameroon, information technology and services, 2009",10
"italy, music, 2002",11
"united kingdom, textiles, 1980",5
"switzerland, architecture & planning, 2012",13
"india, logistics and supply chain, 1988",4
"india, business supplies and equipment, 1986",7
"germany, translation and localization, 2009",7
"united states, aviation & aerospace, 1978",32
"canada, facilities services, 1987",11
"united states, public safety, 1922",4
"united kingdom, online media, 2004",20
"myanmar, hospitality, 2006",1
"canada, real estate, 1965",14
"belgium, media production, 2008",15
"kuwait, security and investigations, 2014",2
"turkey, chemicals, 1990",4
"india, mechanical or industrial engineering, 2015",67
