countryindyear,count
"united states, venture capital & private equity, 1988",19
"united states, legal services, 1961",12
"united arab emirates, mining & metals, 2014",3
"united kingdom, facilities services, 1972",9
"brazil, education management, 1991",12
"turkey, machinery, 1954",4
"france, retail, 1952",2
"france, market research, 1989",4
"mexico, information technology and services, 1988",14
"brazil, computer networking, 1998",4
"colombia, financial services, 1986",3
"united states, philanthropy, 1999",79
"belgium, textiles, 1929",2
"denmark, human resources, 2004",10
"norway, management consulting, 2011",31
"italy, automotive, 2001",18
"united states, government administration, 1947",15
"india, entertainment, 1984",1
"netherlands, music, 1968",4
"saudi arabia, construction, 1995",2
"china, shipbuilding, 1994",1
"netherlands, renewables & environment, 1972",2
"croatia, biotechnology, 2014",3
"chile, civic & social organization, 2018",2
"saudi arabia, entertainment, 2010",2
"chile, program development, 2011",9
"iran, hospital & health care, 1949",1
"united states, industrial automation, 1928",4
"iceland, information technology and services, 1993",1
"finland, public safety, 2015",1
"united states, food production, 1908",6
"serbia, automotive, 2001",4
"india, outsourcing/offshoring, 1996",5
"united kingdom, package/freight delivery, 2016",3
"new zealand, logistics and supply chain, 2013",3
"united kingdom, hospitality, 1863",2
"chile, higher education, 1981",7
"united states, food production, 1949",16
"saudi arabia, consumer goods, 1881",1
"germany, packaging and containers, 1961",1
"ireland, transportation/trucking/railroad, 1987",3
"netherlands, hospital & health care, 1950",1
"united kingdom, non-profit organization management, 1862",1
"mexico, retail, 1978",1
"united states, higher education, 1846",10
"turkey, civil engineering, 1976",1
"germany, financial services, 1926",1
"peru, research, 2003",1
"france, biotechnology, 1972",2
"united states, supermarkets, 1887",1
"spain, real estate, 1990",16
"sweden, consumer goods, 2001",1
"united states, automotive, 1918",13
"canada, computer networking, 2000",9
"switzerland, apparel & fashion, 1984",1
"indonesia, sports, 2010",4
"canada, oil & energy, 1953",9
"united kingdom, import and export, 1992",7
"india, biotechnology, 2000",12
"brazil, media production, 1994",3
"sri lanka, computer & network security, 2018",1
"australia, building materials, 1998",7
"united kingdom, computer networking, 2009",12
"south africa, public relations and communications, 2009",2
"new zealand, farming, 1963",2
"egypt, building materials, 2010",6
"spain, automotive, 2007",25
"singapore, retail, 2016",6
"argentina, staffing and recruiting, 2008",3
"chile, mining & metals, 2004",10
"united states, transportation/trucking/railroad, 1960",28
"germany, logistics and supply chain, 1998",4
"venezuela, construction, 1990",1
"thailand, real estate, 2011",8
"france, consumer services, 2000",8
"netherlands, chemicals, 1981",4
"india, pharmaceuticals, 1899",1
"netherlands, insurance, 1962",2
"switzerland, translation and localization, 1984",1
"malaysia, education management, 1966",1
"italy, packaging and containers, 1973",5
"france, government administration, 1966",4
"germany, industrial automation, 1898",2
"qatar, construction, 1991",2
"dominican republic, accounting, 1982",1
"bulgaria, education management, 1920",1
"mexico, education management, 1996",8
"serbia, retail, 2017",2
"united states, transportation/trucking/railroad, 1962",27
"singapore, architecture & planning, 1833",1
"united states, government administration, 1895",8
"sweden, design, 1996",2
"chile, medical practice, 2013",9
"belgium, wholesale, 1929",1
"canada, pharmaceuticals, 2015",23
"new zealand, marketing and advertising, 1989",6
"portugal, banking, 2015",1
"bosnia and herzegovina, oil & energy, 1947",1
"czechia, food & beverages, 1842",1
"philippines, construction, 1973",2
"morocco, professional training & coaching, 1983",1
"united states, libraries, 1911",4
"united arab emirates, machinery, 1973",2
"switzerland, internet, 1995",8
"france, professional training & coaching, 1990",21
"united states, consumer goods, 1960",15
"honduras, construction, 1995",3
"czechia, packaging and containers, 1992",4
"united kingdom, farming, 2002",1
"india, chemicals, 1989",19
"italy, food & beverages, 1831",1
"canada, recreational facilities and services, 1965",5
"sweden, transportation/trucking/railroad, 1986",4
"cameroon, internet, 2008",2
"united states, law practice, 1918",11
"georgia, construction, 2015",4
"canada, aviation & aerospace, 1959",1
"netherlands, fine art, 1960",1
"turkey, financial services, 2005",6
"united kingdom, entertainment, 1972",1
"canada, airlines/aviation, 1986",6
"germany, computer software, 1958",1
"india, higher education, 2007",18
"czechia, arts and crafts, 2008",2
"canada, management consulting, 1946",1
"bulgaria, computer software, 1994",4
"united kingdom, publishing, 1964",3
"united states, textiles, 1967",11
"france, animation, 2011",5
"sweden, banking, 1836",2
"belgium, medical devices, 2002",3
"united states, higher education, 1862",5
"thailand, industrial automation, 1988",2
"new zealand, telecommunications, 2002",5
"russia, music, 1862",1
"lebanon, construction, 1986",1
"turkey, non-profit organization management, 2002",9
"netherlands, oil & energy, 1879",2
"united kingdom, construction, 1887",3
"france, accounting, 1963",9
"netherlands, civic & social organization, 1958",1
"united kingdom, law practice, 1946",9
"thailand, insurance, 1947",3
"malaysia, airlines/aviation, 2012",4
"netherlands, leisure, travel & tourism, 1906",1
"brazil, electrical/electronic manufacturing, 1974",2
"united kingdom, furniture, 1847",1
"russia, staffing and recruiting, 2003",8
"brazil, aviation & aerospace, 2001",2
"united states, printing, 1949",28
"sweden, leisure, travel & tourism, 1965",1
"united arab emirates, design, 1994",4
"united states, religious institutions, 1854",7
"turkey, accounting, 1988",1
"venezuela, leisure, travel & tourism, 1946",1
"pakistan, civil engineering, 2000",3
"switzerland, mechanical or industrial engineering, 1927",1
"brazil, legal services, 1995",20
"portugal, health, wellness and fitness, 2004",8
"united states, oil & energy, 1855",3
"egypt, education management, 2005",13
"australia, legal services, 1859",4
"colombia, food & beverages, 1979",1
"colombia, judiciary, 2011",2
"côte d’ivoire, oil & energy, 2009",1
"south africa, telecommunications, 2005",14
"united states, nanotechnology, 1989",7
"honduras, marketing and advertising, 2008",3
"united states, nanotechnology, 1968",2
"netherlands, translation and localization, 1994",2
"belgium, law practice, 1811",1
"canada, non-profit organization management, 2003",44
"italy, computer hardware, 1978",2
"france, investment management, 2004",16
"sudan, telecommunications, 2006",1
"peru, professional training & coaching, 1954",1
"australia, architecture & planning, 1970",8
"finland, building materials, 2007",4
"china, computer software, 2004",10
"china, commercial real estate, 2015",2
"saudi arabia, education management, 2010",11
"poland, research, 1959",1
"sweden, consumer goods, 1965",3
"mexico, computer software, 1988",6
"mexico, higher education, 2008",9
"spain, health, wellness and fitness, 1955",2
"ghana, hospital & health care, 2009",3
"qatar, construction, 1975",3
"spain, chemicals, 1895",1
"canada, investment management, 1983",4
"canada, staffing and recruiting, 1975",7
"united states, automotive, 1909",12
"netherlands, publishing, 1987",5
"south africa, architecture & planning, 2012",12
"poland, staffing and recruiting, 2008",5
"bahrain, food & beverages, 2013",3
"italy, events services, 1962",2
"uruguay, management consulting, 2008",3
"united states, mental health care, 1990",54
"australia, electrical/electronic manufacturing, 1996",13
"hungary, legal services, 1959",1
"canada, insurance, 2002",13
"russia, luxury goods & jewelry, 1905",1
"canada, gambling & casinos, 1996",4
"china, information technology and services, 1989",3
"turkey, construction, 1972",5
"belgium, leisure, travel & tourism, 1973",1
"nigeria, real estate, 2003",4
"united arab emirates, internet, 2009",14
"netherlands, government administration, 2010",8
"ecuador, research, 2009",2
"poland, think tanks, 1995",1
"taiwan, information technology and services, 1999",2
"turkey, shipbuilding, 2006",4
"belarus, telecommunications, 2001",2
"italy, chemicals, 1995",7
"singapore, events services, 1999",6
"united kingdom, utilities, 1977",3
"united states, public safety, 1924",5
"united kingdom, design, 1976",10
"russia, information technology and services, 1998",24
"peru, environmental services, 1993",2
"germany, medical devices, 1991",11
"turkey, mining & metals, 1983",9
"australia, telecommunications, 1989",7
"papua new guinea, internet, 2010",2
"poland, internet, 2000",18
"netherlands, farming, 1929",2
"united states, mining & metals, 1973",18
"japan, information technology and services, 1985",4
"finland, import and export, 1957",3
"italy, maritime, 1945",1
"japan, education management, 2012",11
"egypt, medical devices, 2006",3
"italy, shipbuilding, 1991",1
"netherlands, defense & space, 2007",1
"spain, information technology and services, 1972",4
"belgium, construction, 1967",10
"united states, computer networking, 1985",20
"denmark, civic & social organization, 2012",4
"south africa, medical devices, 1986",1
"united arab emirates, telecommunications, 1994",3
"spain, consumer goods, 1932",2
"denmark, education management, 1924",1
"lebanon, design, 1999",4
"finland, information technology and services, 1975",3
"mexico, leisure, travel & tourism, 1984",6
"united states, music, 1894",4
"denmark, maritime, 1952",1
"jersey, marketing and advertising, 1990",2
"canada, computer hardware, 2007",8
"turkey, banking, 1944",1
"south africa, plastics, 2000",1
"indonesia, staffing and recruiting, 1999",2
"singapore, non-profit organization management, 2001",7
"japan, health, wellness and fitness, 2012",4
"germany, apparel & fashion, 1948",2
"switzerland, hospital & health care, 2008",11
"belgium, political organization, 1955",1
"united states, food & beverages, 1897",9
"united states, legal services, 1905",2
"hong kong, retail, 2014",5
"australia, mining & metals, 1979",4
"sweden, banking, 1859",1
"thailand, hospitality, 2000",6
"india, design, 1993",4
"norway, photography, 1958",1
"china, architecture & planning, 2000",9
"turkey, transportation/trucking/railroad, 1951",2
"portugal, apparel & fashion, 2013",18
"denmark, food production, 1983",1
"nigeria, financial services, 2011",13
"united kingdom, oil & energy, 1974",13
"united states, broadcast media, 1946",5
"united states, leisure, travel & tourism, 1954",6
"israel, security and investigations, 2012",2
"norway, computer software, 1995",10
"india, industrial automation, 1991",7
"ireland, non-profit organization management, 1965",4
"spain, shipbuilding, 1996",1
"finland, automotive, 1994",1
"pakistan, research, 2008",3
"sweden, mechanical or industrial engineering, 1919",1
"singapore, import and export, 2002",2
"india, accounting, 1997",7
"canada, plastics, 1987",8
"singapore, international trade and development, 2013",12
"nigeria, retail, 2012",13
"sudan, information technology and services, 2003",1
"hong kong, consumer electronics, 1975",1
"philippines, hospitality, 1988",2
"united states, transportation/trucking/railroad, 1936",13
"portugal, management consulting, 1995",14
"russia, legal services, 1959",1
"puerto rico, management consulting, 2012",3
"ukraine, primary/secondary education, 2000",1
"czechia, security and investigations, 1998",2
"united states, outsourcing/offshoring, 1968",1
"united kingdom, transportation/trucking/railroad, 1997",13
"colombia, photography, 2009",4
"italy, sports, 2013",41
"kazakhstan, telecommunications, 2012",2
"south africa, health, wellness and fitness, 2004",14
"belgium, education management, 2015",14
"finland, marketing and advertising, 1990",5
"bosnia and herzegovina, insurance, 1998",1
"venezuela, food & beverages, 2011",8
"united states, hospital & health care, 1877",3
"united states, chemicals, 1916",7
"italy, chemicals, 1953",1
"united kingdom, research, 1998",14
"mexico, computer software, 2004",14
"united states, entertainment, 1924",5
"belgium, online media, 2013",5
"philippines, higher education, 1988",2
"portugal, music, 1997",1
"india, telecommunications, 1999",13
"united states, newspapers, 1939",2
"india, automotive, 1948",3
"south africa, renewables & environment, 2006",4
"netherlands, education management, 1978",2
"united kingdom, nanotechnology, 2010",4
"spain, electrical/electronic manufacturing, 1967",8
"turkey, government administration, 1975",1
"brazil, environmental services, 1990",8
"greece, banking, 1916",1
"uruguay, legal services, 1944",1
"greece, higher education, 2003",2
"united kingdom, education management, 1983",18
"south africa, management consulting, 2000",25
"united kingdom, government administration, 1889",6
"netherlands, oil & energy, 1957",1
"croatia, electrical/electronic manufacturing, 1985",1
"sweden, information services, 2006",6
"lithuania, information technology and services, 2016",20
"colombia, environmental services, 2009",9
"portugal, food production, 1974",2
"venezuela, wholesale, 2009",2
"south africa, apparel & fashion, 1993",3
"indonesia, chemicals, 1990",3
"hungary, furniture, 2007",2
"indonesia, chemicals, 1989",2
"israel, medical devices, 2011",13
"france, oil & energy, 1985",3
"netherlands, financial services, 1972",5
"netherlands, entertainment, 1995",13
"singapore, information technology and services, 1981",4
"germany, architecture & planning, 2008",21
"united states, higher education, 1908",32
"canada, entertainment, 1920",1
"italy, broadcast media, 2003",6
"brazil, government administration, 1936",1
"italy, hospital & health care, 1990",4
"ireland, public relations and communications, 1974",1
"egypt, banking, 1898",1
"ireland, publishing, 1943",1
"brazil, information technology and services, 1973",4
"united states, industrial automation, 1949",8
"united states, restaurants, 1951",6
"united states, investment management, 1935",3
"lebanon, banking, 1962",1
"canada, government administration, 1868",3
"australia, mechanical or industrial engineering, 1958",2
"greece, furniture, 1991",1
"czechia, architecture & planning, 2005",3
"luxembourg, mining & metals, 2011",2
"papua new guinea, oil & energy, 1929",1
"portugal, building materials, 1958",2
"france, education management, 1871",1
"norway, oil & energy, 1885",1
"united states, international affairs, 1948",4
"panama, renewables & environment, 2013",1
"united arab emirates, construction, 1973",1
"india, retail, 1996",5
"china, construction, 1999",6
"saudi arabia, banking, 2005",1
"united states, publishing, 1956",4
"denmark, hospital & health care, 1997",4
"united states, newspapers, 2006",23
"south africa, construction, 1990",5
"netherlands, mechanical or industrial engineering, 2000",29
"canada, hospitality, 1879",1
"sweden, food & beverages, 2008",7
"spain, chemicals, 1996",9
"pakistan, retail, 2014",7
"peru, construction, 1994",4
"peru, food production, 2006",2
"south africa, consumer services, 1990",2
"brazil, design, 1996",12
"guatemala, pharmaceuticals, 1971",1
"indonesia, import and export, 1999",1
"norway, machinery, 1977",1
"sweden, food & beverages, 1997",4
"united states, sports, 1930",4
"denmark, electrical/electronic manufacturing, 1995",5
"france, research, 1978",3
"united states, political organization, 1919",1
"slovenia, education management, 2015",6
"pakistan, apparel & fashion, 1996",3
"italy, printing, 1964",1
"czechia, design, 1990",1
"chile, management consulting, 2005",12
"france, music, 1986",3
"south africa, architecture & planning, 2013",12
"australia, wine and spirits, 1972",1
"united states, pharmaceuticals, 1951",6
"colombia, professional training & coaching, 1997",3
"germany, financial services, 1992",6
"india, newspapers, 1997",2
"united states, religious institutions, 1929",17
"united arab emirates, computer & network security, 2012",5
"australia, civil engineering, 1982",5
"russia, telecommunications, 1995",4
"philippines, computer & network security, 2004",1
"hungary, human resources, 2004",5
"austria, gambling & casinos, 1991",2
"hungary, consumer services, 2011",3
"switzerland, security and investigations, 2009",3
"germany, renewables & environment, 1978",1
"spain, management consulting, 1951",1
"bulgaria, think tanks, 2010",1
"peru, marketing and advertising, 1967",1
"united states, recreational facilities and services, 2018",18
"united states, fine art, 1986",31
"india, financial services, 1960",1
"france, fishery, 1929",1
"united kingdom, logistics and supply chain, 1992",15
"slovenia, information technology and services, 2010",22
"france, security and investigations, 1997",1
"portugal, mining & metals, 2010",1
"italy, arts and crafts, 2010",19
"united arab emirates, management consulting, 1975",1
"new zealand, law practice, 1906",1
"poland, restaurants, 2013",5
"slovakia, construction, 1950",1
"serbia, computer software, 2007",12
"italy, facilities services, 1974",6
"united states, philanthropy, 1961",6
"bahrain, management consulting, 2008",5
"iran, building materials, 2004",1
"mexico, construction, 1980",16
"india, accounting, 1968",2
"thailand, computer & network security, 2003",3
"new zealand, financial services, 1987",4
"spain, facilities services, 2011",15
"germany, philanthropy, 2015",4
"denmark, information technology and services, 1988",10
"china, mining & metals, 1989",5
"australia, executive office, 2014",14
"united kingdom, legal services, 1901",4
"brazil, design, 1998",13
"ghana, marketing and advertising, 2008",3
"saudi arabia, construction, 2008",14
"united states, transportation/trucking/railroad, 1918",16
"monaco, retail, 2005",1
"netherlands, printing, 1999",9
"portugal, human resources, 2003",5
"nepal, leisure, travel & tourism, 2009",14
"canada, newspapers, 1928",3
"belgium, civic & social organization, 1980",1
"turkey, retail, 2001",9
"united kingdom, telecommunications, 1965",2
"belgium, mechanical or industrial engineering, 2005",10
"kazakhstan, marketing and advertising, 2009",1
"france, higher education, 1961",5
"china, consumer electronics, 1996",14
"egypt, leisure, travel & tourism, 1989",3
"new zealand, law practice, 1918",1
"ireland, transportation/trucking/railroad, 1982",3
"canada, packaging and containers, 2016",7
"mexico, electrical/electronic manufacturing, 1961",1
"united arab emirates, leisure, travel & tourism, 1956",1
"czechia, real estate, 2010",12
"bosnia and herzegovina, security and investigations, 1994",1
"sweden, facilities services, 1987",2
"brazil, business supplies and equipment, 1986",9
"argentina, media production, 2007",9
"singapore, non-profit organization management, 1964",3
"netherlands, think tanks, 2013",13
"united kingdom, investment management, 1983",7
"japan, sports, 2015",6
"united kingdom, biotechnology, 1992",5
"chile, mining & metals, 1978",2
"norway, pharmaceuticals, 2015",2
"united states, museums and institutions, 1966",13
"italy, luxury goods & jewelry, 2017",8
"norway, e-learning, 1999",4
"syria, management consulting, 1971",1
"united kingdom, environmental services, 1961",1
"greece, construction, 1986",2
"united arab emirates, maritime, 1999",3
"saudi arabia, information technology and services, 1998",18
"poland, hospital & health care, 2012",6
"india, logistics and supply chain, 1975",2
"canada, cosmetics, 2011",18
"indonesia, hospitality, 2001",7
"denmark, health, wellness and fitness, 2004",4
"russia, sports, 2008",1
"bulgaria, health, wellness and fitness, 2003",2
"united arab emirates, construction, 2005",26
"united kingdom, newspapers, 1990",2
"italy, machinery, 1926",4
"norway, mechanical or industrial engineering, 2000",4
"turkey, events services, 1979",1
"united states, wholesale, 1865",3
"united states, government administration, 1830",4
"turkey, outsourcing/offshoring, 1995",1
"united states, law enforcement, 1953",2
"norway, higher education, 1918",1
"united states, investment banking, 1988",23
"portugal, oil & energy, 1980",2
"france, hospitality, 1995",8
"brazil, architecture & planning, 2006",27
"czechia, sports, 2003",4
"italy, consumer goods, 1876",2
"canada, music, 1996",10
"portugal, primary/secondary education, 1989",7
"united kingdom, public policy, 1964",1
"australia, automotive, 1912",3
"singapore, staffing and recruiting, 1993",2
"australia, environmental services, 1978",3
"pakistan, professional training & coaching, 2012",5
"south africa, civic & social organization, 1985",1
"united states, law enforcement, 2013",21
"bangladesh, building materials, 2008",1
"netherlands, international trade and development, 1990",5
"jordan, oil & energy, 1956",2
"denmark, education management, 1971",1
"united states, individual & family services, 1920",10
"armenia, banking, 2001",2
"romania, leisure, travel & tourism, 2002",3
"ireland, sports, 2009",8
"india, apparel & fashion, 1954",1
"finland, legal services, 1911",1
"spain, higher education, 1948",4
"argentina, pharmaceuticals, 1955",1
"taiwan, internet, 2016",6
"lebanon, marketing and advertising, 2010",21
"mexico, civic & social organization, 2013",12
"finland, plastics, 1989",3
"united states, higher education, 1886",19
"south korea, sports, 2014",1
"mexico, retail, 1975",2
"united kingdom, wholesale, 2002",14
"canada, wine and spirits, 1859",2
"italy, publishing, 1973",8
"france, professional training & coaching, 1976",8
"vietnam, telecommunications, 2005",3
"portugal, telecommunications, 2010",6
"australia, insurance, 2003",11
"united states, computer & network security, 1995",43
"netherlands, medical devices, 2002",6
"australia, mental health care, 2004",7
"united states, performing arts, 1932",6
"hong kong, retail, 1998",1
"netherlands, electrical/electronic manufacturing, 1975",9
"italy, media production, 2007",26
"france, commercial real estate, 1998",7
"sweden, insurance, 1911",1
"canada, gambling & casinos, 2013",4
"tunisia, civic & social organization, 1990",1
"germany, research, 1978",2
"netherlands, computer networking, 2005",11
"denmark, maritime, 1981",3
"netherlands, information services, 1984",2
"australia, consumer goods, 2008",6
"australia, construction, 1952",3
"peru, mechanical or industrial engineering, 1992",5
"malta, oil & energy, 1974",1
"colombia, market research, 2007",4
"united kingdom, education management, 1874",2
"united states, sporting goods, 1933",3
"united states, staffing and recruiting, 1963",10
"denmark, sports, 1924",2
"belgium, insurance, 2012",4
"canada, motion pictures and film, 2002",6
"portugal, furniture, 2004",1
"italy, graphic design, 2001",15
"vietnam, luxury goods & jewelry, 2014",1
"united states, telecommunications, 1933",2
"jordan, human resources, 2016",4
"united states, performing arts, 1935",6
"netherlands, maritime, 1906",3
"italy, business supplies and equipment, 1993",11
"dominican republic, program development, 2012",2
"united kingdom, philanthropy, 1990",4
"ukraine, higher education, 1960",1
"singapore, maritime, 1993",9
"argentina, health, wellness and fitness, 2016",8
"italy, building materials, 1994",8
"south africa, food production, 1967",1
"italy, telecommunications, 2002",19
"puerto rico, health, wellness and fitness, 2010",2
"brazil, chemicals, 2009",10
"united states, newspapers, 1921",5
"united kingdom, legal services, 1993",22
"ukraine, architecture & planning, 2003",3
"netherlands, consumer services, 2007",9
"australia, sports, 1988",6
"germany, chemicals, 1931",2
"united states, performing arts, 1995",50
"denmark, consumer goods, 1943",1
"indonesia, consumer services, 2014",7
"south africa, import and export, 2014",6
"denmark, graphic design, 2008",18
"sri lanka, information technology and services, 2005",11
"switzerland, restaurants, 2004",2
"new zealand, machinery, 1911",2
"finland, marketing and advertising, 1997",9
"united kingdom, construction, 1873",1
"belgium, computer networking, 2004",3
"united kingdom, public safety, 2008",12
"australia, fund-raising, 2003",2
"united kingdom, media production, 1876",1
"united kingdom, health, wellness and fitness, 1983",20
"brazil, international affairs, 1995",1
"mexico, information services, 2009",3
"ireland, internet, 2001",13
"croatia, management consulting, 2004",3
"turkey, telecommunications, 1990",5
"russia, shipbuilding, 2004",1
"australia, civil engineering, 1999",10
"united states, consumer goods, 1881",4
"united kingdom, pharmaceuticals, 1998",24
"india, transportation/trucking/railroad, 2010",18
"hungary, management consulting, 2014",13
"belgium, human resources, 2001",16
"italy, online media, 2016",33
"gibraltar, entertainment, 2012",1
"lithuania, civil engineering, 2001",1
"mongolia, machinery, 2013",1
"australia, non-profit organization management, 1993",12
"switzerland, medical devices, 1997",4
"singapore, textiles, 2013",1
"philippines, facilities services, 1984",1
"south korea, staffing and recruiting, 2004",1
"belgium, publishing, 2000",5
"croatia, design, 2013",6
"portugal, telecommunications, 2013",7
"brazil, animation, 2008",3
"pakistan, computer networking, 2010",2
"netherlands, health, wellness and fitness, 1965",2
"new zealand, consumer services, 1935",1
"romania, financial services, 2009",14
"italy, automotive, 2002",16
"canada, mechanical or industrial engineering, 2018",6
"denmark, research, 1990",3
"belgium, management consulting, 2013",86
"belgium, staffing and recruiting, 2013",16
"sweden, consumer electronics, 2006",5
"malta, leisure, travel & tourism, 1994",2
"norway, alternative medicine, 1995",1
"montenegro, political organization, 2000",1
"malaysia, hospitality, 2016",12
"sri lanka, higher education, 1990",2
"germany, logistics and supply chain, 1962",1
"canada, utilities, 2010",10
"madagascar, farming, 1904",1
"netherlands, financial services, 1986",10
"portugal, market research, 2004",2
"czechia, apparel & fashion, 2016",4
"slovakia, law practice, 2006",1
"belgium, public relations and communications, 2005",3
"spain, leisure, travel & tourism, 2018",6
"netherlands, facilities services, 1954",1
"sweden, non-profit organization management, 1970",1
"australia, philanthropy, 2001",5
"saudi arabia, environmental services, 1980",1
"canada, e-learning, 2007",18
"canada, research, 1978",2
"united states, individual & family services, 1875",4
"united states, environmental services, 1967",31
"denmark, building materials, 1894",1
"romania, leisure, travel & tourism, 2011",18
"united states, railroad manufacture, 1912",1
"united states, law enforcement, 1968",5
"canada, primary/secondary education, 1992",4
"nepal, financial services, 2007",1
"peru, facilities services, 2005",4
"belgium, individual & family services, 1992",1
"denmark, real estate, 2000",4
"spain, professional training & coaching, 1988",12
"lebanon, construction, 1992",2
"argentina, health, wellness and fitness, 2009",6
"venezuela, photography, 2014",1
"japan, financial services, 1985",1
"finland, international trade and development, 2015",6
"mexico, retail, 2012",10
"netherlands, industrial automation, 2000",17
"indonesia, oil & energy, 2006",4
"switzerland, human resources, 1985",2
"spain, wholesale, 2015",21
"united states, information technology and services, 1955",19
"france, international trade and development, 2005",11
"australia, design, 1998",21
"italy, marketing and advertising, 1976",6
"united states, wholesale, 1871",2
"south africa, mining & metals, 2017",6
"nicaragua, luxury goods & jewelry, 1998",1
"nigeria, oil & energy, 2002",8
"thailand, computer software, 2015",7
"south africa, security and investigations, 1994",4
"portugal, management consulting, 1969",1
"canada, furniture, 2004",13
"brazil, judiciary, 1970",3
"brazil, design, 1993",7
"switzerland, non-profit organization management, 1924",1
"south korea, marketing and advertising, 2011",5
"canada, restaurants, 1904",1
"south africa, computer software, 2017",20
"italy, medical practice, 2001",6
"cyprus, marketing and advertising, 1995",2
"canada, luxury goods & jewelry, 1996",4
"sweden, information services, 1995",1
"norway, marketing and advertising, 2005",16
"sweden, utilities, 2001",3
"united states, restaurants, 1933",10
"canada, mining & metals, 2011",54
"croatia, mechanical or industrial engineering, 2016",1
"hungary, electrical/electronic manufacturing, 1996",2
"hungary, apparel & fashion, 2000",2
"canada, performing arts, 1968",2
"germany, renewables & environment, 2005",14
"austria, venture capital & private equity, 2012",5
"belgium, electrical/electronic manufacturing, 2011",11
"switzerland, computer & network security, 2017",6
"mexico, mental health care, 1999",2
"poland, electrical/electronic manufacturing, 2014",12
"luxembourg, internet, 2015",8
"switzerland, semiconductors, 1998",1
"united states, mining & metals, 1905",7
"australia, professional training & coaching, 1997",13
"spain, information technology and services, 1985",40
"netherlands, food production, 2004",13
"united arab emirates, market research, 2012",3
"burkina faso, chemicals, 2017",1
"ukraine, electrical/electronic manufacturing, 2008",1
"poland, machinery, 2006",5
"united arab emirates, chemicals, 2014",4
"canada, restaurants, 2008",20
"canada, consumer services, 1967",3
"canada, glass, ceramics & concrete, 1987",2
"south africa, architecture & planning, 1996",6
"united arab emirates, glass, ceramics & concrete, 2007",1
"angola, business supplies and equipment, 2014",1
"italy, marketing and advertising, 1975",11
"vietnam, education management, 2009",13
"belgium, food & beverages, 1986",2
"colombia, real estate, 1998",2
"peru, chemicals, 2000",2
"russia, telecommunications, 2003",9
"spain, farming, 2010",14
"france, publishing, 2007",20
"switzerland, consumer goods, 1952",1
"france, education management, 1996",3
"united states, logistics and supply chain, 1962",7
"new zealand, restaurants, 2018",1
"chile, broadcast media, 2015",8
"denmark, events services, 2004",4
"united states, recreational facilities and services, 1916",8
"united states, fine art, 1886",1
"canada, judiciary, 1971",1
"spain, mining & metals, 1953",3
"indonesia, architecture & planning, 2017",2
"brazil, construction, 1967",7
"germany, professional training & coaching, 2011",22
"united arab emirates, architecture & planning, 1976",3
"china, plastics, 2011",8
"croatia, health, wellness and fitness, 2012",3
"croatia, maritime, 1964",1
"mexico, legal services, 2012",18
"turkey, transportation/trucking/railroad, 2002",2
"brazil, aviation & aerospace, 2005",6
"costa rica, internet, 1990",2
"spain, packaging and containers, 1966",3
"finland, civil engineering, 1978",2
"australia, defense & space, 1992",1
"switzerland, music, 1994",3
