countryindyear,count
"egypt, construction, 2009",4
"germany, computer software, 1974",1
"italy, public relations and communications, 1994",5
"spain, food & beverages, 1820",1
"angola, insurance, 2005",2
"latvia, entertainment, 1979",1
"united kingdom, hospital & health care, 1958",1
"sweden, education management, 1930",1
"fiji, banking, 1967",1
"greece, farming, 1935",1
"brazil, newspapers, 1988",1
"new zealand, retail, 1998",3
"netherlands, mental health care, 1962",1
"united states, logistics and supply chain, 1955",7
"argentina, consumer goods, 1997",3
"cyprus, hospitality, 1981",2
"mexico, legal services, 1994",4
"france, food production, 1890",2
"united states, civic & social organization, 1881",5
"united kingdom, consumer goods, 1911",1
"united states, real estate, 1889",11
"united kingdom, facilities services, 1927",1
"india, construction, 1988",8
"india, staffing and recruiting, 1994",12
"austria, machinery, 1975",1
"canada, telecommunications, 1986",12
"united kingdom, civic & social organization, 1978",4
"peru, telecommunications, 2001",2
"el salvador, retail, 1917",1
"france, apparel & fashion, 1995",7
"united states, biotechnology, 1972",6
"south africa, insurance, 2014",7
"brazil, wholesale, 1924",1
"chile, hospital & health care, 1976",2
"italy, design, 1932",1
"australia, research, 1956",3
"australia, fishery, 1991",1
"italy, mechanical or industrial engineering, 1888",1
"romania, hospitality, 1993",2
"australia, museums and institutions, 2011",1
"spain, electrical/electronic manufacturing, 1948",2
"new zealand, hospital & health care, 2005",5
"armenia, insurance, 1997",2
"india, legal services, 1993",4
"iran, civil engineering, 1999",4
"taiwan, design, 2001",2
"italy, media production, 1976",2
"italy, apparel & fashion, 1993",14
"portugal, mechanical or industrial engineering, 1935",2
"sweden, public relations and communications, 1962",1
"united states, building materials, 1875",4
"philippines, human resources, 1948",1
"india, maritime, 2002",3
"united states, mental health care, 1917",1
"denmark, transportation/trucking/railroad, 1962",5
"nigeria, capital markets, 1992",1
"canada, religious institutions, 1904",1
"canada, transportation/trucking/railroad, 1972",7
"czechia, staffing and recruiting, 2012",5
"colombia, pharmaceuticals, 1992",1
"united kingdom, civic & social organization, 1919",4
"portugal, photography, 1982",1
"peru, staffing and recruiting, 1999",2
"norway, retail, 1998",1
"finland, leisure, travel & tourism, 1964",1
"switzerland, civic & social organization, 1922",1
"brazil, electrical/electronic manufacturing, 1977",3
"united states, textiles, 1984",11
"belgium, mechanical or industrial engineering, 1832",1
"france, health, wellness and fitness, 2005",19
"canada, mental health care, 1985",7
"canada, consumer electronics, 1947",1
"netherlands, libraries, 2006",3
"ireland, accounting, 2003",6
"belgium, design, 2005",8
"indonesia, construction, 2009",4
"lithuania, medical practice, 2003",1
"australia, leisure, travel & tourism, 1983",7
"bulgaria, machinery, 1989",2
"turkey, nanotechnology, 1998",1
"france, aviation & aerospace, 1921",1
"united states, publishing, 1886",3
"russia, newspapers, 2013",1
"slovenia, electrical/electronic manufacturing, 1989",4
"finland, construction, 2014",5
"denmark, sports, 1889",3
"new zealand, utilities, 2004",4
"mauritius, management consulting, 2006",1
"mexico, management consulting, 1943",1
"turkey, utilities, 1886",1
"denmark, apparel & fashion, 2017",6
"united kingdom, civil engineering, 1885",1
"canada, non-profit organization management, 1875",2
"poland, international trade and development, 1995",4
"brazil, apparel & fashion, 1928",1
"romania, program development, 1998",1
"spain, accounting, 1988",10
"greece, apparel & fashion, 1999",2
"denmark, building materials, 1971",3
"belgium, plastics, 2005",1
"united kingdom, education management, 1901",4
"madagascar, environmental services, 2009",1
"united states, sports, 1856",1
"ireland, oil & energy, 2008",3
"turkey, glass, ceramics & concrete, 1981",1
"denmark, political organization, 1981",1
"indonesia, printing, 1975",1
"norway, electrical/electronic manufacturing, 1980",3
"ukraine, internet, 1998",4
"azerbaijan, construction, 2013",5
"italy, electrical/electronic manufacturing, 1959",1
"united states, leisure, travel & tourism, 1917",1
"hungary, consumer goods, 1993",1
"egypt, furniture, 1974",1
"lithuania, telecommunications, 1999",2
"germany, mechanical or industrial engineering, 1831",1
"united kingdom, airlines/aviation, 1964",3
"united states, maritime, 1961",7
"ireland, publishing, 1994",1
"new zealand, wine and spirits, 1983",1
"peru, mechanical or industrial engineering, 1983",1
"panama, maritime, 2005",2
"venezuela, oil & energy, 2008",1
"brazil, health, wellness and fitness, 1981",8
"azerbaijan, construction, 1997",4
"nigeria, hospital & health care, 2006",1
"turkey, computer hardware, 2004",3
"spain, computer & network security, 2009",8
"turkey, food & beverages, 1993",6
"myanmar, education management, 2013",2
"spain, financial services, 1990",9
"south africa, luxury goods & jewelry, 1984",1
"spain, logistics and supply chain, 1978",6
"canada, civil engineering, 2004",12
"iran, leisure, travel & tourism, 2006",2
"ghana, higher education, 2009",1
"south africa, information technology and services, 1980",4
"denmark, real estate, 1989",5
"sweden, facilities services, 1991",2
"australia, health, wellness and fitness, 1989",11
"lithuania, financial services, 2015",7
"united states, industrial automation, 1920",4
"israel, international trade and development, 1961",1
"canada, pharmaceuticals, 1998",10
"netherlands, marketing and advertising, 1902",1
"united states, venture capital & private equity, 1824",1
"saudi arabia, industrial automation, 1980",1
"india, electrical/electronic manufacturing, 1959",4
"china, legal services, 2014",3
"australia, law practice, 1967",4
"finland, food production, 2007",1
"chile, food production, 1966",1
"canada, human resources, 1973",2
"united kingdom, events services, 1827",1
"south africa, logistics and supply chain, 1997",6
"malaysia, international trade and development, 2016",5
"canada, insurance, 1991",17
"saudi arabia, computer software, 2011",3
"australia, consumer electronics, 1983",1
"guatemala, accounting, 2000",3
"united states, gambling & casinos, 1979",2
"slovakia, photography, 1995",1
"spain, civic & social organization, 1967",2
"switzerland, events services, 1975",1
"ireland, legal services, 2004",2
"mexico, computer hardware, 1987",1
"canada, health, wellness and fitness, 1938",2
"puerto rico, medical practice, 2016",1
"united kingdom, computer networking, 1998",15
"mexico, retail, 1995",3
"peru, executive office, 2001",1
"poland, architecture & planning, 2011",7
"india, logistics and supply chain, 1996",8
"china, apparel & fashion, 1991",6
"peru, computer software, 2003",1
"united states, glass, ceramics & concrete, 1936",2
"chile, telecommunications, 1979",1
"sri lanka, financial services, 1980",2
"canada, business supplies and equipment, 1981",11
"china, architecture & planning, 2011",13
"finland, civic & social organization, 1989",1
"dominican republic, construction, 1959",2
"germany, information services, 1932",1
"germany, banking, 2011",5
"sweden, food & beverages, 1996",7
"united states, mental health care, 1911",2
"united states, apparel & fashion, 1921",5
"kenya, market research, 2001",1
"united states, furniture, 1829",1
"bolivia, banking, 1998",1
"netherlands, higher education, 1970",2
"germany, industrial automation, 1927",1
"united states, libraries, 1921",9
"united arab emirates, information technology and services, 1987",8
"germany, motion pictures and film, 1989",1
"germany, legal services, 1987",2
"united kingdom, information technology and services, 1946",1
"nepal, leisure, travel & tourism, 1993",2
"greece, broadcast media, 1989",2
"hungary, market research, 2003",2
"germany, construction, 1895",2
"india, retail, 1981",1
"netherlands, newspapers, 1893",1
"netherlands, semiconductors, 2000",3
"croatia, information technology and services, 1998",7
"peru, financial services, 1982",1
"czechia, retail, 1990",2
"fiji, architecture & planning, 1992",1
"iran, graphic design, 1998",1
"armenia, motion pictures and film, 2015",1
"belgium, graphic design, 1998",7
"turkey, glass, ceramics & concrete, 1970",2
"egypt, food production, 1985",1
"india, construction, 1999",11
"united states, higher education, 1835",5
"canada, retail, 1875",1
"netherlands, computer software, 1978",3
"turkey, consumer goods, 1942",1
"canada, telecommunications, 1974",6
"poland, pharmaceuticals, 1995",4
"finland, staffing and recruiting, 1999",1
"united states, mining & metals, 1890",4
"argentina, airlines/aviation, 2007",2
"singapore, telecommunications, 2011",11
"france, management consulting, 1968",3
"serbia, animation, 2011",2
"india, insurance, 2006",7
"united kingdom, automotive, 1904",3
"belgium, publishing, 1954",2
"mexico, food & beverages, 1991",7
"lithuania, logistics and supply chain, 1996",3
"south africa, broadcast media, 1998",1
"costa rica, judiciary, 1825",1
"australia, law enforcement, 1862",1
"portugal, banking, 1840",1
"france, defense & space, 1961",3
"australia, human resources, 1959",1
"slovakia, banking, 1990",1
"canada, commercial real estate, 1974",2
"india, airlines/aviation, 1932",1
"united kingdom, building materials, 1880",1
"turkey, government administration, 1835",1
"italy, non-profit organization management, 1948",2
"germany, chemicals, 2001",5
"turkey, medical practice, 1985",1
"germany, automotive, 1984",8
"turkey, medical practice, 1998",1
"united states, staffing and recruiting, 1946",9
"finland, computer games, 1995",2
"united kingdom, construction, 1934",7
"luxembourg, law practice, 2008",2
"netherlands, building materials, 1905",2
"united kingdom, airlines/aviation, 1966",4
"united kingdom, computer networking, 1917",1
"italy, food production, 1963",4
"italy, retail, 1928",1
"france, railroad manufacture, 1902",1
"turkey, food & beverages, 1985",2
"switzerland, newspapers, 1998",1
"australia, food production, 1918",1
"argentina, food & beverages, 1882",1
"argentina, food & beverages, 1959",4
"south sudan, research, 2011",1
"trinidad and tobago, higher education, 2004",1
"united kingdom, museums and institutions, 1852",1
"pakistan, media production, 2007",2
"spain, food production, 1961",2
"argentina, broadcast media, 1990",3
"canada, logistics and supply chain, 1982",5
"france, insurance, 1898",1
"poland, import and export, 1978",1
"singapore, law practice, 1992",1
"botswana, food production, 1965",1
"united states, museums and institutions, 1804",1
"united states, public safety, 1953",7
"denmark, chemicals, 2012",1
"brazil, civil engineering, 1954",2
"netherlands, graphic design, 1974",1
"algeria, mechanical or industrial engineering, 2000",1
"united kingdom, law enforcement, 1857",3
"united arab emirates, hospital & health care, 1992",1
"panama, law practice, 1989",1
"switzerland, industrial automation, 1910",1
"united arab emirates, broadcast media, 2001",2
"argentina, real estate, 2010",17
"france, banking, 1865",1
"brazil, capital markets, 2001",1
"united states, government administration, 1984",27
"hong kong, retail, 1828",1
"united kingdom, glass, ceramics & concrete, 1916",1
"japan, aviation & aerospace, 1896",1
"serbia, logistics and supply chain, 1993",2
"united states, leisure, travel & tourism, 1941",4
"norway, international trade and development, 2000",2
"sweden, tobacco, 1915",1
"italy, online media, 1996",4
"kenya, higher education, 1981",1
"sweden, transportation/trucking/railroad, 2001",3
"peru, higher education, 1983",5
"denmark, furniture, 1965",1
"senegal, banking, 2013",1
"singapore, aviation & aerospace, 2009",1
"sweden, chemicals, 2014",5
"netherlands, banking, 1817",3
"united kingdom, law practice, 1827",1
"india, building materials, 1960",1
"malaysia, mechanical or industrial engineering, 1997",1
"spain, utilities, 2003",6
"united kingdom, mental health care, 1838",1
"spain, hospital & health care, 1907",1
"china, consumer electronics, 1969",1
"uganda, think tanks, 2012",2
"italy, information technology and services, 1978",16
"canada, alternative medicine, 1983",1
"latvia, cosmetics, 2010",1
"netherlands, food & beverages, 1989",8
"finland, insurance, 1982",1
"united states, banking, 1870",13
"indonesia, broadcast media, 1989",2
"netherlands, government administration, 1840",2
"qatar, banking, 1978",2
"poland, think tanks, 2006",1
"india, electrical/electronic manufacturing, 1964",5
"spain, non-profit organization management, 2001",11
"portugal, building materials, 1978",4
"south africa, law practice, 1882",1
"south africa, financial services, 1989",8
"united kingdom, chemicals, 1973",7
"spain, motion pictures and film, 2003",9
"italy, railroad manufacture, 2004",2
"isle of man, gambling & casinos, 2009",2
"morocco, international trade and development, 2016",2
"united kingdom, health, wellness and fitness, 1970",8
"morocco, plastics, 2004",1
"finland, human resources, 2008",5
"ireland, animation, 2000",1
"japan, information technology and services, 1970",2
"turkey, automotive, 1935",1
"argentina, executive office, 2012",3
"czechia, pharmaceuticals, 2001",1
"spain, human resources, 1983",3
"singapore, civil engineering, 2007",2
"malta, computer software, 2017",4
"ghana, telecommunications, 1999",1
"philippines, animation, 2009",2
"finland, electrical/electronic manufacturing, 2007",6
"norway, renewables & environment, 1972",2
"malaysia, financial services, 2013",3
"croatia, chemicals, 2009",1
"sweden, wholesale, 1998",1
"kuwait, education management, 2002",1
"thailand, recreational facilities and services, 2009",1
"iran, medical devices, 2002",2
"spain, mining & metals, 1973",6
"austria, environmental services, 2007",2
"finland, sports, 1969",1
"mexico, legal services, 1997",7
"france, staffing and recruiting, 1987",6
"france, medical devices, 1847",1
"united states, ranching, 1978",2
"germany, apparel & fashion, 1926",2
"greece, building materials, 1988",3
"united states, law practice, 1879",7
"austria, chemicals, 1824",1
"italy, hospital & health care, 1954",1
"indonesia, internet, 2007",7
"india, hospital & health care, 1975",3
"india, entertainment, 1981",1
"united states, mining & metals, 1948",9
"bolivia, investment banking, 1979",1
"spain, education management, 1975",2
"bahrain, venture capital & private equity, 2005",2
"united states, fund-raising, 1899",2
"italy, wireless, 2014",6
"india, computer software, 1988",7
"denmark, electrical/electronic manufacturing, 1939",1
"china, venture capital & private equity, 2001",2
"ghana, financial services, 2017",2
"france, government relations, 1986",2
"mexico, music, 1999",1
"brazil, restaurants, 2008",6
"india, consumer services, 1985",3
"bangladesh, computer games, 2014",1
"canada, hospitality, 1972",12
"ukraine, electrical/electronic manufacturing, 2005",1
"spain, real estate, 1946",2
"greece, pharmaceuticals, 1978",2
"greece, electrical/electronic manufacturing, 1982",2
"france, research, 1973",3
"switzerland, banking, 1841",1
"germany, media production, 1954",2
"finland, automotive, 1975",2
"new zealand, veterinary, 1987",1
"australia, events services, 1926",1
"switzerland, building materials, 1874",4
"united states, maritime, 1960",8
"france, restaurants, 1970",1
"sweden, market research, 2018",1
"australia, building materials, 1968",3
"south africa, food & beverages, 1997",5
"panama, logistics and supply chain, 1995",1
"pakistan, hospital & health care, 1990",3
"switzerland, aviation & aerospace, 1928",1
"canada, farming, 1859",1
"norway, maritime, 1976",3
"philippines, renewables & environment, 2014",3
"spain, restaurants, 1995",1
"netherlands, executive office, 2005",3
"nigeria, automotive, 2005",1
"mexico, machinery, 1988",3
"cambodia, sporting goods, 1976",1
"myanmar, construction, 1991",1
"china, animation, 2000",1
"france, think tanks, 1973",1
"united states, think tanks, 1969",1
"sweden, retail, 1968",2
"turkey, environmental services, 2003",5
"pakistan, airlines/aviation, 1997",1
"italy, mechanical or industrial engineering, 1961",17
"united states, medical devices, 1922",1
"norway, publishing, 1996",1
"estonia, airlines/aviation, 1936",1
"india, capital markets, 2007",3
"bulgaria, non-profit organization management, 2010",4
"switzerland, wireless, 2016",1
"united states, legal services, 1921",6
"luxembourg, computer software, 1989",1
"canada, security and investigations, 1980",7
"germany, machinery, 1844",3
"russia, pharmaceuticals, 1998",4
"italy, shipbuilding, 1979",2
"singapore, investment management, 1993",2
"thailand, online media, 2010",2
"denmark, mechanical or industrial engineering, 1994",9
"united states, museums and institutions, 1909",3
"peru, banking, 1994",2
"austria, renewables & environment, 1977",2
"norway, computer software, 1989",9
"ukraine, computer software, 1995",6
"sweden, civic & social organization, 1966",1
"spain, government administration, 1979",3
"bahamas, hospitality, 1952",1
"germany, machinery, 1869",1
"israel, printing, 2009",2
"ireland, transportation/trucking/railroad, 1963",1
"chile, computer & network security, 2010",2
"morocco, management consulting, 2006",5
"portugal, government administration, 2004",2
"france, sporting goods, 2009",9
"vietnam, apparel & fashion, 2009",5
"bangladesh, international trade and development, 1995",1
"norway, mechanical or industrial engineering, 2011",12
"kazakhstan, airlines/aviation, 2011",2
"croatia, mechanical or industrial engineering, 1986",1
"denmark, executive office, 2010",2
"egypt, online media, 2015",4
"ireland, utilities, 2001",3
"france, telecommunications, 1991",11
"germany, medical devices, 2003",9
"switzerland, research, 2014",12
"turkey, import and export, 2000",9
"ireland, medical devices, 2014",8
"kenya, automotive, 1974",1
"mexico, mental health care, 2013",1
"finland, wholesale, 1912",1
"sweden, human resources, 1989",4
"brazil, mechanical or industrial engineering, 1958",4
"united states, primary/secondary education, 1889",5
"norway, furniture, 1913",1
"chile, civil engineering, 1993",6
"dominican republic, insurance, 2016",1
"mexico, management consulting, 1916",2
"france, hospitality, 1855",1
"ecuador, international trade and development, 1993",1
"france, e-learning, 2000",10
"sweden, financial services, 1916",1
"belgium, civic & social organization, 2014",11
"france, packaging and containers, 2010",5
"spain, packaging and containers, 2006",3
"uruguay, education management, 2005",2
"colombia, wholesale, 1998",2
"china, semiconductors, 2004",3
"italy, medical devices, 1970",3
"malaysia, higher education, 2016",2
"monaco, financial services, 2015",1
"andorra, graphic design, 2000",1
"georgia, computer games, 2015",1
"uruguay, accounting, 2012",2
"germany, automotive, 1896",1
"canada, arts and crafts, 1987",3
"czechia, oil & energy, 2014",4
"thailand, construction, 1999",1
"qatar, legal services, 1993",1
"denmark, plastics, 1959",5
"saudi arabia, environmental services, 2017",1
"spain, building materials, 1953",3
"brazil, plastics, 1972",3
"turkey, mechanical or industrial engineering, 1917",1
"norway, information services, 1999",4
"spain, legal services, 1952",6
"brazil, business supplies and equipment, 1956",4
"netherlands, food & beverages, 1870",4
"united states, textiles, 1864",1
"mexico, market research, 2006",3
"mexico, research, 1987",1
"lithuania, computer software, 2008",5
"lithuania, leisure, travel & tourism, 1991",3
"latvia, investment management, 1997",2
"united kingdom, transportation/trucking/railroad, 1935",3
"denmark, music, 2008",10
"montenegro, accounting, 2010",1
"switzerland, public relations and communications, 2014",12
"brazil, supermarkets, 1983",3
"cyprus, food production, 1932",1
"united states, textiles, 1974",6
"united states, events services, 1876",2
"canada, retail, 1958",4
"denmark, entertainment, 1982",1
"united states, arts and crafts, 1951",1
"south korea, oil & energy, 2013",2
"france, civic & social organization, 1962",4
"zambia, civic & social organization, 2014",1
"tunisia, automotive, 1974",1
"norway, chemicals, 1998",1
"france, professional training & coaching, 1957",2
"pakistan, outsourcing/offshoring, 2006",4
"sweden, textiles, 1934",3
"malta, information technology and services, 2016",9
"georgia, hospitality, 2009",2
"canada, information services, 1951",1
"greece, non-profit organization management, 1991",2
"united states, outsourcing/offshoring, 1920",1
"denmark, telecommunications, 2003",9
"vietnam, food production, 1996",3
"syria, construction, 2002",1
"france, import and export, 1998",4
"finland, public policy, 1991",1
"denmark, higher education, 2012",2
"egypt, computer software, 1998",5
"iran, venture capital & private equity, 2015",5
"sri lanka, apparel & fashion, 1982",1
"canada, non-profit organization management, 1923",3
"chile, electrical/electronic manufacturing, 1991",2
"indonesia, publishing, 2015",4
"india, food & beverages, 1997",8
"italy, tobacco, 2013",1
"united kingdom, food production, 1963",3
"austria, media production, 2000",8
"poland, fund-raising, 2010",1
"brazil, civic & social organization, 1981",5
"austria, insurance, 1821",1
"morocco, civic & social organization, 1988",1
"united states, information technology and services, 1947",9
"macedonia, banking, 1999",1
"lebanon, law practice, 1984",1
"chile, telecommunications, 1993",4
"united kingdom, computer networking, 1984",4
"ukraine, marketing and advertising, 2008",17
"mexico, publishing, 2004",8
"taiwan, oil & energy, 2006",1
"paraguay, civic & social organization, 1998",1
"pakistan, real estate, 2009",3
"united states, plastics, 1866",1
"argentina, real estate, 1956",2
"netherlands, publishing, 1996",6
"italy, printing, 2013",15
"vietnam, plastics, 1996",1
"portugal, international trade and development, 2017",5
"chile, transportation/trucking/railroad, 2007",2
"ireland, civil engineering, 1977",2
"indonesia, maritime, 1999",1
"jordan, human resources, 2007",2
"trinidad and tobago, information technology and services, 2008",4
"mozambique, civil engineering, 2010",1
"united states, think tanks, 1986",7
"south africa, facilities services, 2011",5
"israel, mechanical or industrial engineering, 1975",1
"ireland, information technology and services, 1979",4
"turkey, textiles, 1983",4
"serbia, events services, 2007",2
"france, wine and spirits, 2003",5
"venezuela, oil & energy, 1973",2
"slovenia, information technology and services, 1985",1
"romania, consumer services, 2004",2
"austria, education management, 1945",1
"denmark, logistics and supply chain, 2010",5
"germany, import and export, 1873",1
"germany, media production, 1983",4
"united states, sports, 1864",1
"argentina, farming, 1956",1
"sweden, textiles, 1943",1
"israel, media production, 1998",2
"united kingdom, motion pictures and film, 1983",3
"mexico, apparel & fashion, 1944",2
"australia, investment banking, 2007",5
"united states, electrical/electronic manufacturing, 1918",4
"israel, research, 2010",2
"ireland, law practice, 1987",4
"united arab emirates, management consulting, 2008",24
"italy, logistics and supply chain, 1937",1
"canada, food production, 1969",4
"pakistan, facilities services, 1992",3
"brazil, education management, 1982",3
"colombia, computer games, 2008",1
"croatia, civic & social organization, 1990",1
"qatar, facilities services, 2009",2
"colombia, computer hardware, 1997",1
"peru, higher education, 1991",2
"thailand, real estate, 2009",7
"denmark, machinery, 2016",2
"italy, insurance, 1965",2
"czechia, design, 2002",2
"canada, airlines/aviation, 1952",1
"colombia, accounting, 1995",5
"italy, electrical/electronic manufacturing, 1992",12
"united states, government relations, 1939",2
"taiwan, chemicals, 1976",2
"brazil, machinery, 1946",2
"egypt, transportation/trucking/railroad, 2016",4
"india, professional training & coaching, 1920",1
"south africa, public relations and communications, 1983",2
"ecuador, international trade and development, 1936",1
"netherlands, investment management, 2018",6
"south korea, motion pictures and film, 2009",2
"brazil, outsourcing/offshoring, 1988",3
"ukraine, construction, 1998",1
"netherlands, plastics, 1977",1
"armenia, alternative dispute resolution, 2009",1
"turkey, furniture, 2005",11
"saudi arabia, education management, 1953",1
"netherlands, architecture & planning, 1955",6
