countryindyear,count
"germany, music, 2010",24
"bulgaria, leisure, travel & tourism, 2015",6
"united kingdom, plastics, 1975",5
"turkey, legal services, 2012",9
"denmark, professional training & coaching, 2001",7
"belgium, security and investigations, 2012",6
"new zealand, public relations and communications, 2016",5
"australia, automotive, 2005",17
"australia, investment banking, 2015",4
"belgium, food production, 2005",6
"russia, investment management, 2013",7
"portugal, printing, 2013",4
"switzerland, machinery, 1996",3
"sweden, textiles, 1993",2
"australia, architecture & planning, 2003",23
"kuwait, health, wellness and fitness, 2016",2
"italy, furniture, 1961",8
"argentina, higher education, 1956",5
"vietnam, furniture, 1995",1
"poland, marketing and advertising, 2002",21
"australia, retail, 1967",5
"netherlands, mechanical or industrial engineering, 1995",15
"argentina, biotechnology, 2014",6
"netherlands, architecture & planning, 1988",23
"czechia, financial services, 2005",7
"france, hospitality, 1903",1
"sweden, online media, 2012",8
"philippines, events services, 2013",8
"estonia, computer software, 2009",8
"spain, textiles, 2017",14
"united states, chemicals, 1998",40
"netherlands, consumer electronics, 2009",17
"canada, civic & social organization, 1996",12
"greece, mental health care, 2008",2
"south africa, wholesale, 1938",1
"china, machinery, 2011",45
"bolivia, information technology and services, 2008",4
"belgium, mechanical or industrial engineering, 2006",7
"italy, import and export, 2012",8
"new zealand, transportation/trucking/railroad, 2007",2
"ecuador, human resources, 2012",11
"poland, plastics, 2001",1
"slovakia, oil & energy, 2006",2
"singapore, wine and spirits, 2017",1
"lithuania, civil engineering, 2016",4
"azerbaijan, medical practice, 2012",1
"china, fine art, 2009",4
"south africa, mechanical or industrial engineering, 2000",8
"israel, entertainment, 2012",7
"netherlands, automotive, 1947",5
"belgium, management consulting, 2011",95
"australia, automotive, 2002",12
"italy, mechanical or industrial engineering, 1978",33
"colombia, internet, 2016",25
"nicaragua, hospitality, 2016",2
"denmark, translation and localization, 2006",6
"dominican republic, information technology and services, 2012",7
"luxembourg, real estate, 1971",1
"netherlands, printing, 2010",24
"croatia, internet, 2008",7
"portugal, civic & social organization, 2013",10
"serbia, marketing and advertising, 2011",16
"italy, electrical/electronic manufacturing, 1989",19
"united states, restaurants, 1956",13
"china, consumer electronics, 2006",62
"indonesia, media production, 2016",12
"germany, photography, 2008",12
"belgium, non-profit organization management, 1997",11
"ghana, internet, 2015",5
"dominican republic, construction, 2012",3
"peru, law practice, 1904",1
"united states, aviation & aerospace, 1952",13
"germany, broadcast media, 1965",1
"austria, information services, 1994",2
"poland, telecommunications, 2010",11
"china, consumer electronics, 2007",40
"mexico, utilities, 2014",4
"algeria, information technology and services, 2010",8
"new zealand, consumer goods, 2012",4
"zimbabwe, architecture & planning, 2017",3
"belgium, sports, 2014",27
"chile, apparel & fashion, 2014",4
"united arab emirates, design, 1991",3
"romania, financial services, 2001",3
"united kingdom, medical devices, 2000",25
"chile, human resources, 2009",22
"denmark, biotechnology, 2008",6
"taiwan, international trade and development, 2016",1
"poland, mental health care, 2014",2
"colombia, environmental services, 1997",1
"qatar, automotive, 2002",1
"united states, museums and institutions, 2001",45
"netherlands, marketing and advertising, 1997",38
"croatia, electrical/electronic manufacturing, 2005",3
"indonesia, construction, 2013",12
"china, wholesale, 2009",12
"netherlands, health, wellness and fitness, 2002",28
"singapore, venture capital & private equity, 2011",6
"luxembourg, construction, 2017",3
"turkey, internet, 2014",104
"nigeria, retail, 2011",3
"mexico, civic & social organization, 2015",14
"india, online media, 2015",52
"united kingdom, transportation/trucking/railroad, 2015",48
"denmark, facilities services, 2007",9
"kenya, retail, 2010",3
"spain, facilities services, 1996",13
"sweden, financial services, 2007",14
"turkey, electrical/electronic manufacturing, 2016",33
"poland, real estate, 2014",18
"germany, building materials, 1997",8
"australia, outsourcing/offshoring, 2011",6
"united kingdom, media production, 2004",85
"united states, textiles, 1994",22
"brazil, hospitality, 2013",30
"netherlands, investment management, 2016",13
"angola, health, wellness and fitness, 2005",1
"brazil, telecommunications, 2007",35
"bulgaria, public relations and communications, 2010",3
"canada, accounting, 2006",35
"turkey, import and export, 2013",14
"brazil, outsourcing/offshoring, 2013",21
"china, e-learning, 2011",9
"italy, transportation/trucking/railroad, 1925",2
"brazil, sports, 1994",3
"switzerland, pharmaceuticals, 2006",9
"belgium, human resources, 2012",45
"belgium, food & beverages, 2012",21
"denmark, staffing and recruiting, 2005",4
"germany, financial services, 2010",42
"france, defense & space, 2016",4
"italy, automotive, 2006",20
"costa rica, transportation/trucking/railroad, 2015",1
"morocco, civic & social organization, 1993",1
"united kingdom, consumer services, 1987",8
"ireland, renewables & environment, 1980",1
"singapore, international trade and development, 2014",6
"denmark, translation and localization, 2012",4
"norway, venture capital & private equity, 1997",2
"brazil, sporting goods, 2012",5
"australia, public relations and communications, 2012",30
"indonesia, recreational facilities and services, 2016",3
"belgium, food & beverages, 2015",32
"mexico, construction, 2007",27
"saudi arabia, telecommunications, 1995",6
"china, food production, 2009",3
"italy, wholesale, 1975",5
"turkey, luxury goods & jewelry, 2010",4
"hong kong, apparel & fashion, 1997",2
"united states, higher education, 1911",33
"bosnia and herzegovina, computer software, 2009",3
"italy, logistics and supply chain, 1976",10
"france, textiles, 1820",1
"germany, biotechnology, 2014",17
"france, packaging and containers, 1970",3
"australia, financial services, 1984",12
"philippines, leisure, travel & tourism, 2016",10
"united kingdom, construction, 1921",5
"brazil, public relations and communications, 2006",10
"peru, apparel & fashion, 2017",8
"chile, computer software, 2017",17
"italy, biotechnology, 2011",14
"seychelles, management consulting, 2008",1
"thailand, internet, 2016",10
"kenya, airlines/aviation, 2013",3
"united states, international trade and development, 2004",41
"united states, political organization, 2012",52
"indonesia, internet, 2013",31
"romania, accounting, 2015",9
"united states, individual & family services, 1930",6
"vietnam, design, 2012",5
"chile, professional training & coaching, 2013",21
"peru, hospital & health care, 2013",6
"iceland, broadcast media, 2009",1
"hungary, information technology and services, 1987",2
"united states, retail, 1932",32
"sweden, computer games, 2010",14
"saudi arabia, marketing and advertising, 1999",2
"norway, food & beverages, 2008",4
"india, leisure, travel & tourism, 2008",50
"mexico, retail, 1982",4
"china, package/freight delivery, 2006",1
"canada, consumer goods, 2002",20
"cyprus, legal services, 1993",2
"united states, fund-raising, 1991",27
"canada, pharmaceuticals, 2006",20
"turkey, motion pictures and film, 2012",7
"france, animation, 1992",1
"brazil, biotechnology, 2003",6
"france, consumer electronics, 2013",17
"belgium, graphic design, 1990",2
"brazil, security and investigations, 2009",9
"colombia, human resources, 2016",17
"nepal, computer networking, 2011",1
"croatia, recreational facilities and services, 2012",1
"italy, construction, 1964",21
"belgium, publishing, 2008",2
"ireland, marketing and advertising, 2010",56
"lithuania, public relations and communications, 2006",3
"pakistan, events services, 2011",6
"canada, marketing and advertising, 1991",43
"poland, sporting goods, 1983",1
"singapore, maritime, 1990",5
"italy, wine and spirits, 2006",8
"canada, consumer services, 1968",2
"south africa, transportation/trucking/railroad, 1998",4
"netherlands, motion pictures and film, 2017",30
"spain, primary/secondary education, 1960",4
"greece, textiles, 1970",1
"united states, photography, 1972",13
"france, mechanical or industrial engineering, 1974",8
"taiwan, architecture & planning, 1978",2
"albania, furniture, 2012",1
"vietnam, human resources, 2000",4
"sweden, media production, 2010",33
"brazil, education management, 2004",31
"austria, non-profit organization management, 2009",1
"mexico, hospitality, 2000",8
"france, information services, 2017",27
"united states, legal services, 1968",28
"brazil, construction, 2007",63
"new zealand, environmental services, 2014",8
"united states, farming, 1968",13
"new zealand, research, 2013",5
"ukraine, financial services, 2001",4
"brazil, machinery, 1995",15
"china, cosmetics, 2015",6
"kuwait, mechanical or industrial engineering, 2011",1
"germany, architecture & planning, 2015",21
"finland, international affairs, 2007",1
"czechia, leisure, travel & tourism, 1992",3
"canada, non-profit organization management, 1957",8
"belgium, motion pictures and film, 2017",5
"mexico, hospitality, 2007",12
"spain, wine and spirits, 2016",11
"united states, building materials, 1950",30
"ecuador, accounting, 2006",2
"israel, hospitality, 2016",4
"spain, museums and institutions, 2010",7
"united states, insurance, 1912",24
"finland, human resources, 2013",14
"argentina, financial services, 2003",10
"canada, machinery, 2005",18
"belgium, design, 2007",20
"italy, transportation/trucking/railroad, 1989",4
"spain, public safety, 2015",4
"australia, animation, 2016",5
"argentina, e-learning, 1984",1
"taiwan, internet, 2012",8
"greece, health, wellness and fitness, 2013",12
"canada, arts and crafts, 2002",6
"japan, computer & network security, 2011",2
"united arab emirates, defense & space, 2013",1
"spain, construction, 1991",25
"turkey, broadcast media, 2012",22
"argentina, graphic design, 2014",22
"taiwan, design, 2015",6
"spain, graphic design, 2007",55
"italy, accounting, 1992",12
"indonesia, non-profit organization management, 2016",13
"iran, construction, 2000",2
"united kingdom, printing, 1996",44
"south africa, plastics, 2006",2
"italy, education management, 1962",3
"ecuador, management consulting, 2017",8
"iran, marketing and advertising, 2015",44
"denmark, retail, 2011",9
"canada, photography, 2017",40
"france, construction, 2010",58
"estonia, design, 2014",12
"tunisia, real estate, 1990",1
"australia, insurance, 2017",11
"poland, machinery, 2015",5
"canada, environmental services, 1936",1
"france, sports, 1991",6
"slovakia, international affairs, 2014",1
"israel, health, wellness and fitness, 2015",12
"mexico, management consulting, 2004",46
"italy, building materials, 1991",3
"belgium, packaging and containers, 1991",1
"hungary, textiles, 1993",1
"argentina, publishing, 2011",4
"south africa, telecommunications, 2013",18
"new zealand, education management, 2009",11
"belgium, marketing and advertising, 2004",36
"germany, non-profit organization management, 2014",11
"mexico, renewables & environment, 2004",5
"cyprus, hospital & health care, 2011",2
"united kingdom, outsourcing/offshoring, 2017",25
"belgium, marketing and advertising, 2010",88
"hungary, information technology and services, 1989",14
"india, civil engineering, 2016",11
"china, food & beverages, 2014",24
"netherlands, construction, 2006",56
"brazil, think tanks, 1994",2
"india, furniture, 2013",22
"ireland, philanthropy, 1991",1
"germany, computer games, 2008",12
"netherlands, architecture & planning, 1996",20
"malaysia, higher education, 2018",1
"brazil, individual & family services, 1994",1
"spain, sports, 1994",7
"canada, international affairs, 2016",9
"spain, individual & family services, 1999",12
"netherlands, international trade and development, 2010",28
"sweden, apparel & fashion, 2013",19
"south africa, health, wellness and fitness, 2014",21
"switzerland, transportation/trucking/railroad, 1909",1
"ukraine, education management, 2013",6
"malta, outsourcing/offshoring, 2012",1
"estonia, alternative medicine, 2010",1
"netherlands, museums and institutions, 1992",3
"italy, automotive, 1968",8
"netherlands, accounting, 2012",74
"canada, hospitality, 1954",1
"argentina, public relations and communications, 2000",5
"united states, fine art, 1976",22
"ireland, internet, 2000",19
"sweden, sports, 2009",9
"bulgaria, sports, 2012",5
"india, printing, 1986",9
"canada, consumer electronics, 2017",30
"taiwan, computer networking, 2001",1
"uganda, non-profit organization management, 2010",3
"switzerland, management consulting, 1996",13
"united kingdom, building materials, 1995",14
"united arab emirates, internet, 2015",39
"denmark, textiles, 1998",3
"united states, mining & metals, 2014",56
"canada, entertainment, 2018",32
"norway, design, 2015",32
"puerto rico, education management, 1994",2
"czechia, textiles, 1996",2
"mexico, mining & metals, 2011",6
"sweden, program development, 2016",11
"cameroon, sporting goods, 2001",1
"brazil, architecture & planning, 2009",63
"switzerland, utilities, 2017",4
"chile, printing, 2010",2
"south africa, religious institutions, 1991",2
"lebanon, medical devices, 2010",4
"united states, business supplies and equipment, 1964",20
"finland, mechanical or industrial engineering, 1990",3
"china, mining & metals, 2003",25
"russia, legal services, 2012",7
"bulgaria, furniture, 2004",2
"france, computer & network security, 2012",13
"portugal, construction, 1994",9
"ireland, civil engineering, 2011",6
"colombia, food & beverages, 2017",7
"austria, information technology and services, 2017",54
"turkey, professional training & coaching, 2009",4
"china, real estate, 2011",12
"germany, electrical/electronic manufacturing, 2012",21
"france, research, 2018",8
"colombia, financial services, 2010",12
"canada, real estate, 1976",17
"canada, staffing and recruiting, 2009",66
"nigeria, investment management, 2017",3
"argentina, media production, 2006",12
"sweden, industrial automation, 2008",4
"netherlands, computer & network security, 2012",12
"france, sports, 2010",32
"egypt, food production, 1999",2
"china, food production, 1995",4
"south africa, marketing and advertising, 2009",109
"germany, fine art, 2009",6
"india, design, 1990",4
"canada, fine art, 1995",6
"france, farming, 1986",2
"austria, hospitality, 2007",2
"italy, environmental services, 1998",11
"czechia, computer games, 2005",4
"united kingdom, food production, 1975",4
"ireland, electrical/electronic manufacturing, 2007",6
"belgium, staffing and recruiting, 2015",16
"brazil, cosmetics, 2017",6
"latvia, furniture, 2016",1
"united arab emirates, consumer goods, 2017",6
"brazil, design, 2016",78
"luxembourg, real estate, 1990",2
"brazil, biotechnology, 1994",3
"israel, computer & network security, 2018",2
"united states, wine and spirits, 2000",36
"south africa, investment management, 1997",1
"ireland, civil engineering, 2003",4
"united kingdom, chemicals, 1935",1
"united arab emirates, supermarkets, 2005",3
"india, mining & metals, 1965",2
"united states, venture capital & private equity, 1993",32
"spain, internet, 1998",32
"united states, market research, 1977",13
"denmark, design, 2004",16
"netherlands, consumer goods, 1870",2
"united states, accounting, 1957",29
"australia, writing and editing, 2016",13
"united states, program development, 2002",23
"pakistan, internet, 2002",3
"china, renewables & environment, 2008",24
"finland, leisure, travel & tourism, 2008",7
"germany, financial services, 2003",18
"mexico, security and investigations, 1998",3
"australia, printing, 1990",12
"brazil, motion pictures and film, 1989",3
"portugal, supermarkets, 1996",1
"pakistan, mechanical or industrial engineering, 1998",1
"germany, electrical/electronic manufacturing, 1975",10
"netherlands, banking, 1999",4
"spain, research, 1971",3
"belgium, civic & social organization, 1985",4
"china, accounting, 2005",3
"australia, hospital & health care, 2013",42
"united states, restaurants, 1973",21
"pakistan, human resources, 1986",1
"united states, transportation/trucking/railroad, 1908",6
"italy, automotive, 1954",6
"egypt, translation and localization, 2004",3
"new zealand, mechanical or industrial engineering, 1979",3
"colombia, pharmaceuticals, 1990",1
"turkey, aviation & aerospace, 1985",1
"united states, public relations and communications, 1914",2
"germany, packaging and containers, 2001",4
"singapore, investment banking, 2003",1
"mauritius, telecommunications, 2010",2
"indonesia, hospital & health care, 2010",3
"united arab emirates, pharmaceuticals, 1983",1
"norway, real estate, 1945",1
"ireland, publishing, 2004",3
"taiwan, research, 1971",2
"canada, telecommunications, 1965",1
"netherlands, transportation/trucking/railroad, 1924",4
"sweden, utilities, 2008",2
"canada, environmental services, 1947",3
"united states, venture capital & private equity, 1989",16
"serbia, banking, 2001",5
"germany, packaging and containers, 1926",1
"germany, consumer electronics, 2012",7
"switzerland, luxury goods & jewelry, 1981",1
"united states, non-profit organization management, 1882",13
"netherlands, individual & family services, 2006",6
"benin, insurance, 1998",1
"united states, oil & energy, 1935",17
"mexico, oil & energy, 1979",2
"united states, automotive, 1932",27
"spain, gambling & casinos, 1992",1
"japan, biotechnology, 2007",3
"united states, consumer goods, 1919",11
"netherlands, human resources, 2002",56
"canada, government administration, 1970",6
"united kingdom, publishing, 2002",32
"china, primary/secondary education, 1998",1
"taiwan, machinery, 1986",2
"france, publishing, 1997",5
"sri lanka, insurance, 1999",1
"united states, graphic design, 1965",5
"united states, printing, 1906",8
"czechia, human resources, 1996",10
"brazil, information services, 2008",26
"philippines, pharmaceuticals, 1999",1
"turkey, packaging and containers, 1989",3
"united states, banking, 1972",16
"china, chemicals, 1988",10
"united states, glass, ceramics & concrete, 1996",5
"canada, hospital & health care, 1964",9
"belgium, higher education, 2008",5
"united kingdom, non-profit organization management, 1970",13
"united states, legal services, 1845",1
"united kingdom, education management, 1972",13
"australia, program development, 1999",2
"south africa, marketing and advertising, 2003",35
"portugal, restaurants, 1963",1
"turkey, oil & energy, 1996",7
"denmark, non-profit organization management, 1922",1
"sweden, design, 1992",3
"netherlands, broadcast media, 2002",6
"lithuania, airlines/aviation, 2007",1
"italy, biotechnology, 1994",3
"brazil, law enforcement, 1932",1
"united states, printing, 1882",2
"italy, logistics and supply chain, 2015",15
"united states, hospitality, 1981",66
"india, utilities, 2006",7
"italy, professional training & coaching, 1998",30
"colombia, broadcast media, 2015",5
"united kingdom, packaging and containers, 1972",7
"united states, newspapers, 1979",10
"united kingdom, glass, ceramics & concrete, 2007",4
"netherlands, industrial automation, 1970",3
"finland, telecommunications, 2006",6
"ghana, human resources, 2015",1
"denmark, arts and crafts, 1988",1
"india, machinery, 1963",7
"belgium, leisure, travel & tourism, 1946",1
"united states, government relations, 2000",19
"spain, chemicals, 1970",9
"south africa, staffing and recruiting, 1997",11
"spain, non-profit organization management, 1991",13
"denmark, wholesale, 1947",1
"ireland, internet, 1997",5
"united states, textiles, 1934",7
"germany, entertainment, 1956",1
"jordan, fund-raising, 2005",1
"mauritius, financial services, 2005",3
"netherlands, automotive, 1931",8
"uruguay, outsourcing/offshoring, 2005",2
"united kingdom, accounting, 1922",6
"egypt, food & beverages, 1959",1
"spain, civic & social organization, 1958",2
"netherlands, computer software, 1991",18
"czechia, mechanical or industrial engineering, 1991",15
"ireland, public policy, 1991",2
"united states, logistics and supply chain, 1927",4
"france, performing arts, 2011",9
"italy, civic & social organization, 1968",4
"australia, investment banking, 2014",7
"united states, commercial real estate, 1948",8
"venezuela, insurance, 1945",1
"united states, information services, 1953",1
"united kingdom, financial services, 1837",1
"iceland, airlines/aviation, 2003",1
"israel, health, wellness and fitness, 2013",9
"mexico, chemicals, 1998",3
"indonesia, internet, 2008",9
"germany, food & beverages, 2016",37
"singapore, biotechnology, 2010",6
"germany, mining & metals, 1994",4
"spain, food & beverages, 1952",10
"united states, investment management, 1959",3
"united kingdom, building materials, 1999",22
"latvia, investment banking, 1999",2
"turkey, translation and localization, 2002",8
"uruguay, marketing and advertising, 2008",12
"canada, international affairs, 1996",2
"united states, animation, 2014",47
"turkey, broadcast media, 2010",12
"indonesia, real estate, 2005",4
"netherlands, motion pictures and film, 1996",7
"ukraine, human resources, 2001",1
"united states, business supplies and equipment, 1968",28
"nicaragua, tobacco, 1968",1
"germany, telecommunications, 2008",27
"namibia, international trade and development, 1900",1
"united kingdom, shipbuilding, 2009",2
"australia, commercial real estate, 2010",5
"denmark, mechanical or industrial engineering, 2001",10
"israel, internet, 2002",7
"switzerland, hospital & health care, 1843",1
"netherlands, telecommunications, 1998",23
"turkey, food & beverages, 1991",3
"united states, professional training & coaching, 1971",12
"united kingdom, law practice, 1913",5
"united states, insurance, 1896",25
"united kingdom, education management, 1929",6
"norway, consumer goods, 1997",1
"united states, food production, 1924",13
"canada, wholesale, 1957",3
"italy, apparel & fashion, 1922",7
"canada, photography, 1977",2
"ireland, individual & family services, 1985",1
"united states, higher education, 1850",10
"united kingdom, renewables & environment, 2009",135
"australia, research, 1895",1
"egypt, textiles, 1995",1
"belgium, mental health care, 2011",7
"germany, mechanical or industrial engineering, 1892",1
"argentina, public policy, 2009",2
"india, aviation & aerospace, 2007",9
"canada, retail, 1972",17
"united states, individual & family services, 1955",21
"south africa, food & beverages, 1996",4
"oman, investment management, 1980",1
"china, management consulting, 1992",2
"canada, construction, 1973",25
"united states, utilities, 1950",8
"australia, mining & metals, 1989",9
"united states, government administration, 1963",22
"netherlands, banking, 1926",1
"germany, law practice, 2011",16
"united states, telecommunications, 1873",1
"brazil, consumer goods, 2007",8
"malaysia, education management, 2002",8
"spain, utilities, 2012",12
"united kingdom, leisure, travel & tourism, 1991",33
"united states, utilities, 1961",13
"south africa, mining & metals, 1975",3
"united states, higher education, 1890",30
"spain, internet, 1997",24
"new zealand, law practice, 1857",1
"united states, oil & energy, 1916",9
"pakistan, textiles, 1983",5
"france, wireless, 1972",1
"cyprus, international trade and development, 1927",1
"netherlands, farming, 1966",1
"india, textiles, 1977",1
"india, accounting, 1940",1
"germany, automotive, 1849",4
"chile, non-profit organization management, 2008",3
"denmark, civic & social organization, 2007",14
"finland, media production, 2016",17
"spain, international trade and development, 1982",3
"united states, commercial real estate, 1993",58
"mexico, research, 1966",1
"south africa, plastics, 1978",1
"argentina, supermarkets, 1987",1
"united arab emirates, professional training & coaching, 2010",12
"brazil, higher education, 1993",5
"brazil, information services, 2010",34
"canada, higher education, 1922",3
"brazil, electrical/electronic manufacturing, 1995",6
"germany, airlines/aviation, 1986",4
"united states, internet, 1986",18
"france, research, 1854",1
"united arab emirates, media production, 2008",12
"netherlands, shipbuilding, 1875",1
"norway, electrical/electronic manufacturing, 1962",1
"kazakhstan, education management, 2009",4
"united states, consumer goods, 1955",19
"saudi arabia, marketing and advertising, 1983",1
"china, oil & energy, 1955",1
"poland, telecommunications, 1989",3
"united states, chemicals, 1949",8
"pakistan, construction, 1992",2
"united states, fund-raising, 1950",4
"united states, mental health care, 1902",3
"netherlands, online media, 2005",23
"canada, facilities services, 1954",2
"united kingdom, hospital & health care, 1930",1
"israel, industrial automation, 2008",2
"united kingdom, legal services, 1871",1
"united states, civic & social organization, 1979",61
"india, construction, 1992",15
"india, automotive, 1954",2
"singapore, mechanical or industrial engineering, 1972",2
"china, management consulting, 1999",8
"norway, insurance, 2004",3
"australia, leisure, travel & tourism, 1991",9
"norway, retail, 1948",1
"argentina, pharmaceuticals, 1934",2
"palestine, banking, 1960",1
"indonesia, food production, 1995",2
"brazil, construction, 1917",3
"united states, veterinary, 1961",8
"india, biotechnology, 1981",1
"australia, government administration, 1948",2
"brazil, research, 1969",2
"united states, banking, 1868",14
"denmark, mechanical or industrial engineering, 1997",2
"united states, higher education, 1848",8
"bermuda, maritime, 1980",1
"norway, government administration, 2013",3
"brazil, textiles, 1963",3
"united states, religious institutions, 1969",26
"taiwan, consumer electronics, 1988",2
"united arab emirates, investment management, 1960",1
"spain, banking, 1990",4
"germany, logistics and supply chain, 1973",1
